primaryKey,gridType,gameId,gameEventId,playerId,playerName,teamId,teamName,period,minutesRemaining,secondsRemaining,eventType,actionType,shotZoneBasic,shotZoneArea,shotZoneRange,shotType,shotDistance,xCoordinate,yCoordinate,shotAttemptedFlag,shotMadeFlag,gameDate,homeTeam,awayTeam,season,dt
0021600901_121_1626179,"Shot Chart Detail",0021600901,121,1626179,"Terry Rozier",1610612738,"Boston Celtics",1,0,40,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-210,136,1,0,20170301,BOS,CLE,2016-17,2017-09-27T12:17:56.855
0021600901_152_1626179,"Shot Chart Detail",0021600901,152,1626179,"Terry Rozier",1610612738,"Boston Celtics",2,10,36,"Missed Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",0,0,3,1,0,20170301,BOS,CLE,2016-17,2017-09-27T12:17:56.855
0021600901_372_1626179,"Shot Chart Detail",0021600901,372,1626179,"Terry Rozier",1610612738,"Boston Celtics",3,0,44,"Missed Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",2,24,11,1,0,20170301,BOS,CLE,2016-17,2017-09-27T12:17:56.855
0021600901_382_1626179,"Shot Chart Detail",0021600901,382,1626179,"Terry Rozier",1610612738,"Boston Celtics",3,0,18,"Missed Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,138,214,1,0,20170301,BOS,CLE,2016-17,2017-09-27T12:17:56.855
0021600918_502_1626179,"Shot Chart Detail",0021600918,502,1626179,"Terry Rozier",1610612738,"Boston Celtics",4,5,10,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,220,111,1,0,20170303,LAL,BOS,2016-17,2017-09-27T12:17:56.855
0021600918_551_1626179,"Shot Chart Detail",0021600918,551,1626179,"Terry Rozier",1610612738,"Boston Celtics",4,0,47,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,109,232,1,0,20170303,LAL,BOS,2016-17,2017-09-27T12:17:56.855
0021600929_147_1626179,"Shot Chart Detail",0021600929,147,1626179,"Terry Rozier",1610612738,"Boston Celtics",2,11,4,"Made Shot","Pullup Jump shot","2PT Field Goal",Mid-Range,"Right Side(R)","16-24 ft.",21,173,120,1,1,20170305,PHX,BOS,2016-17,2017-09-27T12:17:56.855
0021600929_186_1626179,"Shot Chart Detail",0021600929,186,1626179,"Terry Rozier",1610612738,"Boston Celtics",2,6,58,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-207,154,1,1,20170305,PHX,BOS,2016-17,2017-09-27T12:17:56.855
0021600929_277_1626179,"Shot Chart Detail",0021600929,277,1626179,"Terry Rozier",1610612738,"Boston Celtics",2,0,15,"Made Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",24,-241,65,1,1,20170305,PHX,BOS,2016-17,2017-09-27T12:17:56.855
0021600929_281_1626179,"Shot Chart Detail",0021600929,281,1626179,"Terry Rozier",1610612738,"Boston Celtics",2,0,0,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3",Center(C),"24+ ft.",40,-101,391,1,0,20170305,PHX,BOS,2016-17,2017-09-27T12:17:56.855
0021600929_436_1626179,"Shot Chart Detail",0021600929,436,1626179,"Terry Rozier",1610612738,"Boston Celtics",3,1,3,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,194,151,1,1,20170305,PHX,BOS,2016-17,2017-09-27T12:17:56.855
0021600929_443_1626179,"Shot Chart Detail",0021600929,443,1626179,"Terry Rozier",1610612738,"Boston Celtics",3,0,21,"Made Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",24,-238,31,1,1,20170305,PHX,BOS,2016-17,2017-09-27T12:17:56.855
0021600929_457_1626179,"Shot Chart Detail",0021600929,457,1626179,"Terry Rozier",1610612738,"Boston Celtics",4,10,56,"Missed Shot","Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",1,15,0,1,0,20170305,PHX,BOS,2016-17,2017-09-27T12:17:56.855
0021600929_482_1626179,"Shot Chart Detail",0021600929,482,1626179,"Terry Rozier",1610612738,"Boston Celtics",4,9,45,"Missed Shot","Jump Shot","2PT Field Goal",Mid-Range,"Left Side Center(LC)","16-24 ft.",20,-92,188,1,0,20170305,PHX,BOS,2016-17,2017-09-27T12:17:56.855
0021600929_508_1626179,"Shot Chart Detail",0021600929,508,1626179,"Terry Rozier",1610612738,"Boston Celtics",4,8,23,"Missed Shot","Pullup Jump shot","2PT Field Goal",Mid-Range,"Right Side(R)","8-16 ft.",13,97,95,1,0,20170305,PHX,BOS,2016-17,2017-09-27T12:17:56.855
0021600945_134_1626179,"Shot Chart Detail",0021600945,134,1626179,"Terry Rozier",1610612738,"Boston Celtics",2,10,36,"Missed Shot","Floating Jump shot","2PT Field Goal","In The Paint (Non-RA)",Center(C),"8-16 ft.",8,9,80,1,0,20170306,LAC,BOS,2016-17,2017-09-27T12:17:56.855
0021600945_150_1626179,"Shot Chart Detail",0021600945,150,1626179,"Terry Rozier",1610612738,"Boston Celtics",2,9,16,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-209,160,1,0,20170306,LAC,BOS,2016-17,2017-09-27T12:17:56.855
0021600945_186_1626179,"Shot Chart Detail",0021600945,186,1626179,"Terry Rozier",1610612738,"Boston Celtics",2,6,35,"Made Shot","Running Jump Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",3,20,31,1,1,20170306,LAC,BOS,2016-17,2017-09-27T12:17:56.855
0021600945_190_1626179,"Shot Chart Detail",0021600945,190,1626179,"Terry Rozier",1610612738,"Boston Celtics",2,5,53,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-179,170,1,1,20170306,LAC,BOS,2016-17,2017-09-27T12:17:56.855
0021600945_410_1626179,"Shot Chart Detail",0021600945,410,1626179,"Terry Rozier",1610612738,"Boston Celtics",3,0,54,"Missed Shot","Driving Floating Bank Jump Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",3,9,36,1,0,20170306,LAC,BOS,2016-17,2017-09-27T12:17:56.855
0021600945_435_1626179,"Shot Chart Detail",0021600945,435,1626179,"Terry Rozier",1610612738,"Boston Celtics",4,10,26,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-187,169,1,0,20170306,LAC,BOS,2016-17,2017-09-27T12:17:56.855
0021600959_109_1626179,"Shot Chart Detail",0021600959,109,1626179,"Terry Rozier",1610612738,"Boston Celtics",1,0,36,"Made Shot","Pullup Jump shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",22,-228,26,1,1,20170308,GSW,BOS,2016-17,2017-09-27T12:17:56.855
0021600959_111_1626179,"Shot Chart Detail",0021600959,111,1626179,"Terry Rozier",1610612738,"Boston Celtics",1,0,3,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-158,218,1,0,20170308,GSW,BOS,2016-17,2017-09-27T12:17:56.855
0021600959_125_1626179,"Shot Chart Detail",0021600959,125,1626179,"Terry Rozier",1610612738,"Boston Celtics",2,9,43,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,79,242,1,0,20170308,GSW,BOS,2016-17,2017-09-27T12:17:56.855
0021600959_128_1626179,"Shot Chart Detail",0021600959,128,1626179,"Terry Rozier",1610612738,"Boston Celtics",2,9,25,"Made Shot","Running Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",2,4,21,1,1,20170308,GSW,BOS,2016-17,2017-09-27T12:17:56.855
0021600959_344_1626179,"Shot Chart Detail",0021600959,344,1626179,"Terry Rozier",1610612738,"Boston Celtics",3,1,49,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,182,180,1,0,20170308,GSW,BOS,2016-17,2017-09-27T12:17:56.855
0021600959_377_1626179,"Shot Chart Detail",0021600959,377,1626179,"Terry Rozier",1610612738,"Boston Celtics",4,11,37,"Missed Shot","Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",1,-1,11,1,0,20170308,GSW,BOS,2016-17,2017-09-27T12:17:56.855
0021600970_116_1626179,"Shot Chart Detail",0021600970,116,1626179,"Terry Rozier",1610612738,"Boston Celtics",1,0,21,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3",Center(C),"24+ ft.",25,-38,257,1,0,20170310,DEN,BOS,2016-17,2017-09-27T12:17:56.855
0021600970_135_1626179,"Shot Chart Detail",0021600970,135,1626179,"Terry Rozier",1610612738,"Boston Celtics",2,10,37,"Missed Shot","Jump Shot","2PT Field Goal",Mid-Range,"Left Side(L)","8-16 ft.",10,-106,3,1,0,20170310,DEN,BOS,2016-17,2017-09-27T12:17:56.855
0021600985_119_1626179,"Shot Chart Detail",0021600985,119,1626179,"Terry Rozier",1610612738,"Boston Celtics",2,11,27,"Missed Shot","Step Back Jump shot","2PT Field Goal",Mid-Range,Center(C),"16-24 ft.",18,-7,180,1,0,20170312,BOS,CHI,2016-17,2017-09-27T12:17:56.855
0021600985_139_1626179,"Shot Chart Detail",0021600985,139,1626179,"Terry Rozier",1610612738,"Boston Celtics",2,9,30,"Missed Shot","Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",23,230,-1,1,0,20170312,BOS,CHI,2016-17,2017-09-27T12:17:56.855
0021600985_172_1626179,"Shot Chart Detail",0021600985,172,1626179,"Terry Rozier",1610612738,"Boston Celtics",2,5,51,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",2,-29,7,1,1,20170312,BOS,CHI,2016-17,2017-09-27T12:17:56.855
0021600985_377_1626179,"Shot Chart Detail",0021600985,377,1626179,"Terry Rozier",1610612738,"Boston Celtics",4,9,10,"Missed Shot","Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",24,246,2,1,0,20170312,BOS,CHI,2016-17,2017-09-27T12:17:56.855
0021600985_385_1626179,"Shot Chart Detail",0021600985,385,1626179,"Terry Rozier",1610612738,"Boston Celtics",4,7,47,"Made Shot","Running Dunk Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",0,0,1,1,1,20170312,BOS,CHI,2016-17,2017-09-27T12:17:56.855
0021601006_109_1626179,"Shot Chart Detail",0021601006,109,1626179,"Terry Rozier",1610612738,"Boston Celtics",1,0,58,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,105,224,1,1,20170315,BOS,MIN,2016-17,2017-09-27T12:17:56.855
0021601006_134_1626179,"Shot Chart Detail",0021601006,134,1626179,"Terry Rozier",1610612738,"Boston Celtics",2,9,10,"Missed Shot","Driving Floating Jump Shot","2PT Field Goal","In The Paint (Non-RA)",Center(C),"Less Than 8 ft.",6,-24,62,1,0,20170315,BOS,MIN,2016-17,2017-09-27T12:17:56.855
0021601006_140_1626179,"Shot Chart Detail",0021601006,140,1626179,"Terry Rozier",1610612738,"Boston Celtics",2,8,14,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-165,200,1,0,20170315,BOS,MIN,2016-17,2017-09-27T12:17:56.855
0021601006_360_1626179,"Shot Chart Detail",0021601006,360,1626179,"Terry Rozier",1610612738,"Boston Celtics",3,0,23,"Made Shot","Pullup Jump shot","2PT Field Goal",Mid-Range,Center(C),"8-16 ft.",15,-27,154,1,1,20170315,BOS,MIN,2016-17,2017-09-27T12:17:56.855
0021601006_385_1626179,"Shot Chart Detail",0021601006,385,1626179,"Terry Rozier",1610612738,"Boston Celtics",4,9,59,"Missed Shot","Driving Reverse Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",1,9,7,1,0,20170315,BOS,MIN,2016-17,2017-09-27T12:17:56.855
0021601006_392_1626179,"Shot Chart Detail",0021601006,392,1626179,"Terry Rozier",1610612738,"Boston Celtics",4,9,39,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3",Center(C),"24+ ft.",25,74,247,1,1,20170315,BOS,MIN,2016-17,2017-09-27T12:17:56.855
0021601006_420_1626179,"Shot Chart Detail",0021601006,420,1626179,"Terry Rozier",1610612738,"Boston Celtics",4,6,33,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-102,224,1,0,20170315,BOS,MIN,2016-17,2017-09-27T12:17:56.855
0021601022_145_1626179,"Shot Chart Detail",0021601022,145,1626179,"Terry Rozier",1610612738,"Boston Celtics",2,8,42,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",1,-12,-1,1,0,20170317,BKN,BOS,2016-17,2017-09-27T12:17:56.855
0021601022_413_1626179,"Shot Chart Detail",0021601022,413,1626179,"Terry Rozier",1610612738,"Boston Celtics",3,0,44,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",3,-34,7,1,0,20170317,BKN,BOS,2016-17,2017-09-27T12:17:56.855
0021601022_428_1626179,"Shot Chart Detail",0021601022,428,1626179,"Terry Rozier",1610612738,"Boston Celtics",3,0,42,"Missed Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",23,-232,60,1,0,20170317,BKN,BOS,2016-17,2017-09-27T12:17:56.855
0021601022_439_1626179,"Shot Chart Detail",0021601022,439,1626179,"Terry Rozier",1610612738,"Boston Celtics",4,11,38,"Missed Shot","Jump Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",3,2,36,1,0,20170317,BKN,BOS,2016-17,2017-09-27T12:17:56.855
0021601022_441_1626179,"Shot Chart Detail",0021601022,441,1626179,"Terry Rozier",1610612738,"Boston Celtics",4,11,33,"Missed Shot","Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",2,-25,-6,1,0,20170317,BKN,BOS,2016-17,2017-09-27T12:17:56.855
0021601022_444_1626179,"Shot Chart Detail",0021601022,444,1626179,"Terry Rozier",1610612738,"Boston Celtics",4,11,12,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,92,232,1,0,20170317,BKN,BOS,2016-17,2017-09-27T12:17:56.855
0021601022_514_1626179,"Shot Chart Detail",0021601022,514,1626179,"Terry Rozier",1610612738,"Boston Celtics",4,2,56,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,101,242,1,0,20170317,BKN,BOS,2016-17,2017-09-27T12:17:56.855
0021601022_92_1626179,"Shot Chart Detail",0021601022,92,1626179,"Terry Rozier",1610612738,"Boston Celtics",1,3,24,"Missed Shot","Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",23,230,-26,1,0,20170317,BKN,BOS,2016-17,2017-09-27T12:17:56.855
0021601037_100_1626179,"Shot Chart Detail",0021601037,100,1626179,"Terry Rozier",1610612738,"Boston Celtics",1,1,6,"Made Shot","Cutting Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",0,0,2,1,1,20170319,PHI,BOS,2016-17,2017-09-27T12:17:56.855
0021601037_122_1626179,"Shot Chart Detail",0021601037,122,1626179,"Terry Rozier",1610612738,"Boston Celtics",2,11,24,"Missed Shot","Jump Shot","2PT Field Goal",Mid-Range,"Right Side(R)","16-24 ft.",21,209,-21,1,0,20170319,PHI,BOS,2016-17,2017-09-27T12:17:56.855
0021601037_125_1626179,"Shot Chart Detail",0021601037,125,1626179,"Terry Rozier",1610612738,"Boston Celtics",2,11,2,"Missed Shot","Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",22,227,-19,1,0,20170319,PHI,BOS,2016-17,2017-09-27T12:17:56.855
0021601037_170_1626179,"Shot Chart Detail",0021601037,170,1626179,"Terry Rozier",1610612738,"Boston Celtics",2,6,30,"Made Shot","Running Jump Shot","2PT Field Goal",Mid-Range,"Left Side(L)","8-16 ft.",15,-124,100,1,1,20170319,PHI,BOS,2016-17,2017-09-27T12:17:56.855
0021601037_191_1626179,"Shot Chart Detail",0021601037,191,1626179,"Terry Rozier",1610612738,"Boston Celtics",2,4,18,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,197,169,1,1,20170319,PHI,BOS,2016-17,2017-09-27T12:17:56.855
0021601037_342_1626179,"Shot Chart Detail",0021601037,342,1626179,"Terry Rozier",1610612738,"Boston Celtics",3,4,25,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",28,-246,141,1,0,20170319,PHI,BOS,2016-17,2017-09-27T12:17:56.855
0021601037_393_1626179,"Shot Chart Detail",0021601037,393,1626179,"Terry Rozier",1610612738,"Boston Celtics",3,0,37,"Missed Shot","Jump Shot","2PT Field Goal",Mid-Range,"Left Side Center(LC)","16-24 ft.",16,-76,141,1,0,20170319,PHI,BOS,2016-17,2017-09-27T12:17:56.855
0021601037_405_1626179,"Shot Chart Detail",0021601037,405,1626179,"Terry Rozier",1610612738,"Boston Celtics",3,0,0,"Missed Shot","Jump Shot","3PT Field Goal",Backcourt,"Back Court(BC)","Back Court Shot",80,-174,791,1,0,20170319,PHI,BOS,2016-17,2017-09-27T12:17:56.855
0021601037_420_1626179,"Shot Chart Detail",0021601037,420,1626179,"Terry Rozier",1610612738,"Boston Celtics",4,10,41,"Missed Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",1,-19,3,1,0,20170319,PHI,BOS,2016-17,2017-09-27T12:17:56.855
0021601037_456_1626179,"Shot Chart Detail",0021601037,456,1626179,"Terry Rozier",1610612738,"Boston Celtics",4,6,29,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",27,-228,149,1,0,20170319,PHI,BOS,2016-17,2017-09-27T12:17:56.855
0021601037_535_1626179,"Shot Chart Detail",0021601037,535,1626179,"Terry Rozier",1610612738,"Boston Celtics",4,0,4,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,218,120,1,0,20170319,PHI,BOS,2016-17,2017-09-27T12:17:56.855
0021601047_135_1626179,"Shot Chart Detail",0021601047,135,1626179,"Terry Rozier",1610612738,"Boston Celtics",2,11,8,"Missed Shot","Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",1,12,8,1,0,20170320,BOS,WAS,2016-17,2017-09-27T12:17:56.855
0021601047_447_1626179,"Shot Chart Detail",0021601047,447,1626179,"Terry Rozier",1610612738,"Boston Celtics",3,0,58,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3",Center(C),"24+ ft.",25,-71,244,1,0,20170320,BOS,WAS,2016-17,2017-09-27T12:17:56.855
0021601047_508_1626179,"Shot Chart Detail",0021601047,508,1626179,"Terry Rozier",1610612738,"Boston Celtics",4,8,6,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",1,19,-5,1,0,20170320,BOS,WAS,2016-17,2017-09-27T12:17:56.855
0021601076_141_1626179,"Shot Chart Detail",0021601076,141,1626179,"Terry Rozier",1610612738,"Boston Celtics",1,0,44,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-133,214,1,0,20170324,BOS,PHX,2016-17,2017-09-27T12:17:56.855
0021601076_145_1626179,"Shot Chart Detail",0021601076,145,1626179,"Terry Rozier",1610612738,"Boston Celtics",1,0,1,"Made Shot","Fadeaway Jump Shot","2PT Field Goal",Mid-Range,"Right Side(R)","8-16 ft.",12,120,7,1,1,20170324,BOS,PHX,2016-17,2017-09-27T12:17:56.855
0021601076_155_1626179,"Shot Chart Detail",0021601076,155,1626179,"Terry Rozier",1610612738,"Boston Celtics",2,10,41,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-101,234,1,1,20170324,BOS,PHX,2016-17,2017-09-27T12:17:56.855
0021601076_561_1626179,"Shot Chart Detail",0021601076,561,1626179,"Terry Rozier",1610612738,"Boston Celtics",4,5,36,"Made Shot","Running Finger Roll Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",1,10,3,1,1,20170324,BOS,PHX,2016-17,2017-09-27T12:17:56.855
0021601076_571_1626179,"Shot Chart Detail",0021601076,571,1626179,"Terry Rozier",1610612738,"Boston Celtics",4,4,39,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,143,210,1,0,20170324,BOS,PHX,2016-17,2017-09-27T12:17:56.855
0021601076_640_1626179,"Shot Chart Detail",0021601076,640,1626179,"Terry Rozier",1610612738,"Boston Celtics",4,0,45,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",0,1,-1,1,1,20170324,BOS,PHX,2016-17,2017-09-27T12:17:56.855
0021601076_677_1626179,"Shot Chart Detail",0021601076,677,1626179,"Terry Rozier",1610612738,"Boston Celtics",4,0,15,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-192,178,1,0,20170324,BOS,PHX,2016-17,2017-09-27T12:17:56.855
0021601093_419_1626179,"Shot Chart Detail",0021601093,419,1626179,"Terry Rozier",1610612738,"Boston Celtics",4,8,7,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,227,112,1,0,20170326,BOS,MIA,2016-17,2017-09-27T12:17:56.855
0021601113_381_1626179,"Shot Chart Detail",0021601113,381,1626179,"Terry Rozier",1610612738,"Boston Celtics",4,11,40,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",27,110,257,1,0,20170329,BOS,MIL,2016-17,2017-09-27T12:17:56.855
0021601113_406_1626179,"Shot Chart Detail",0021601113,406,1626179,"Terry Rozier",1610612738,"Boston Celtics",4,8,28,"Missed Shot","Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",2,-20,-5,1,0,20170329,BOS,MIL,2016-17,2017-09-27T12:17:56.855
0021601113_418_1626179,"Shot Chart Detail",0021601113,418,1626179,"Terry Rozier",1610612738,"Boston Celtics",4,7,2,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",0,0,3,1,1,20170329,BOS,MIL,2016-17,2017-09-27T12:17:56.855
0021601113_421_1626179,"Shot Chart Detail",0021601113,421,1626179,"Terry Rozier",1610612738,"Boston Celtics",4,6,34,"Missed Shot","Jump Shot","2PT Field Goal",Mid-Range,"Right Side(R)","16-24 ft.",20,204,28,1,0,20170329,BOS,MIL,2016-17,2017-09-27T12:17:56.855
0021601113_435_1626179,"Shot Chart Detail",0021601113,435,1626179,"Terry Rozier",1610612738,"Boston Celtics",4,5,36,"Missed Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",24,-241,62,1,0,20170329,BOS,MIL,2016-17,2017-09-27T12:17:56.855
0021601129_164_1626179,"Shot Chart Detail",0021601129,164,1626179,"Terry Rozier",1610612738,"Boston Celtics",2,11,20,"Made Shot","Step Back Jump shot","2PT Field Goal",Mid-Range,"Left Side(L)","16-24 ft.",17,-178,26,1,1,20170331,BOS,ORL,2016-17,2017-09-27T12:17:56.855
0021601129_170_1626179,"Shot Chart Detail",0021601129,170,1626179,"Terry Rozier",1610612738,"Boston Celtics",2,10,25,"Made Shot","Driving Reverse Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",1,-14,7,1,1,20170331,BOS,ORL,2016-17,2017-09-27T12:17:56.855
0021601129_176_1626179,"Shot Chart Detail",0021601129,176,1626179,"Terry Rozier",1610612738,"Boston Celtics",2,9,7,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,141,203,1,0,20170331,BOS,ORL,2016-17,2017-09-27T12:17:56.855
0021601129_200_1626179,"Shot Chart Detail",0021601129,200,1626179,"Terry Rozier",1610612738,"Boston Celtics",2,7,49,"Missed Shot","Driving Floating Jump Shot","2PT Field Goal",Mid-Range,"Left Side(L)","8-16 ft.",10,-94,41,1,0,20170331,BOS,ORL,2016-17,2017-09-27T12:17:56.855
0021601129_292_1626179,"Shot Chart Detail",0021601129,292,1626179,"Terry Rozier",1610612738,"Boston Celtics",2,0,27,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-217,134,1,1,20170331,BOS,ORL,2016-17,2017-09-27T12:17:56.855
0021601129_417_1626179,"Shot Chart Detail",0021601129,417,1626179,"Terry Rozier",1610612738,"Boston Celtics",3,1,26,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",1,-11,2,1,1,20170331,BOS,ORL,2016-17,2017-09-27T12:17:56.855
0021601129_447_1626179,"Shot Chart Detail",0021601129,447,1626179,"Terry Rozier",1610612738,"Boston Celtics",4,10,34,"Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)",Center(C),"Less Than 8 ft.",7,68,28,1,0,20170331,BOS,ORL,2016-17,2017-09-27T12:17:56.855
0021601129_522_1626179,"Shot Chart Detail",0021601129,522,1626179,"Terry Rozier",1610612738,"Boston Celtics",4,5,53,"Missed Shot","Step Back Jump shot","2PT Field Goal",Mid-Range,"Right Side Center(RC)","16-24 ft.",19,125,144,1,0,20170331,BOS,ORL,2016-17,2017-09-27T12:17:56.855
0021601145_163_1626179,"Shot Chart Detail",0021601145,163,1626179,"Terry Rozier",1610612738,"Boston Celtics",2,7,29,"Made Shot","Jump Shot","2PT Field Goal",Mid-Range,"Right Side Center(RC)","16-24 ft.",21,151,154,1,1,20170402,NYK,BOS,2016-17,2017-09-27T12:17:56.855
0021601145_363_1626179,"Shot Chart Detail",0021601145,363,1626179,"Terry Rozier",1610612738,"Boston Celtics",3,0,55,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-151,203,1,0,20170402,NYK,BOS,2016-17,2017-09-27T12:17:56.855
0021601145_403_1626179,"Shot Chart Detail",0021601145,403,1626179,"Terry Rozier",1610612738,"Boston Celtics",4,10,9,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",2,-22,13,1,1,20170402,NYK,BOS,2016-17,2017-09-27T12:17:56.855
0021601145_458_1626179,"Shot Chart Detail",0021601145,458,1626179,"Terry Rozier",1610612738,"Boston Celtics",4,6,42,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,220,124,1,0,20170402,NYK,BOS,2016-17,2017-09-27T12:17:56.855
0021601145_511_1626179,"Shot Chart Detail",0021601145,511,1626179,"Terry Rozier",1610612738,"Boston Celtics",4,2,9,"Made Shot","Step Back Jump shot","2PT Field Goal",Mid-Range,"Right Side Center(RC)","16-24 ft.",20,117,164,1,1,20170402,NYK,BOS,2016-17,2017-09-27T12:17:56.855
