,teamName,season,thisPoint_diff,thisPoint_pointsAvg,thisPoint_expectedPointsAvg,season_diff,season_pointsAvg,season_expectedPointsAvg
41,Trail Blazers,2016-17,0.03641993716534664,0.9812446717817562,1.0176646089471029,-0.01393074098467273,1.0171291053227631,1.0031983643380904
42,Kings,2015-16,-0.04911156191012711,1.046783625730994,0.9976720638208668,-0.03846579450808152,1.0416550571189749,1.0031892626108934
43,Kings,2016-17,-0.02069708139264992,1.0432098765432098,1.02251279515056,-0.04106850646855009,1.0561187013368591,1.015050194868309
44,Spurs,2015-16,0.048972655298782364,0.9133689839572192,0.9623416392560016,0.03206943934312512,0.954016124216184,0.9860855635593091
45,Spurs,2016-17,0.02148462442172483,0.9866117404737385,1.0080963648954633,0.016061311703444048,0.9846692947875604,1.0007306064910044
46,Thunder,2015-16,0.05742884244065971,0.9517177344475396,1.0091465768881993,0.052710346129097085,0.9688412852969815,1.0215516314260786
47,Thunder,2016-17,0.04217978368020525,0.9894937917860552,1.0316735754662605,-0.00029868164532831365,1.0224670864338867,1.0221684047885584
48,Raptors,2015-16,0.021699925036186785,0.9773371104815864,0.9990370355177732,0.00570162830759724,0.994943486020226,1.0006451143278232
49,Raptors,2016-17,0.017300354469602652,1.0131004366812226,1.0304007911508253,-0.008243211141829132,1.0151693667157584,1.0069261555739293
50,Jazz,2015-16,0.06282482345724527,0.9409638554216868,1.003788678878932,0.02214341327169045,0.9900702719217844,1.0122136851934749
51,Jazz,2016-17,0.03934569133985,0.9605009633911368,0.9998466547309868,0.021659649041473106,0.9863013698630136,1.0079610189044867
52,Grizzlies,2015-16,-0.026555063270674806,1.06524064171123,1.038685578440555,-0.016579149938558357,1.036611852311511,1.0200327023729527
53,Grizzlies,2016-17,0.0037984363622896034,1.032825322391559,1.0366237587538487,0.0024608048258283333,1.0116207003408741,1.0140815051667025
54,Wizards,2015-16,-0.020885142591437034,1.0166666666666666,0.9957815240752296,-0.041896697150492046,1.030921820303384,0.989025123152892
55,Wizards,2016-17,-0.06573474102695376,1.0500544069640914,0.9843196659371376,-0.047961866329010006,1.0483475248953673,1.0003856585663573
56,Pistons,2015-16,-6.0270665570127946e-05,1.0067039106145252,1.0066436399489551,-0.019018001310978527,1.0078283560452306,0.988810354734252
57,Pistons,2016-17,0.017160676435232225,0.9585958595859586,0.9757565360211908,-0.04346493958007103,1.0325322391559202,0.9890672995758492
58,Hornets,2015-16,-0.005142815743626961,0.9970472440944882,0.9919044283508612,0.01297804763844923,0.9929708793573376,1.0059489269957869
59,Hornets,2016-17,0.03402138748468975,0.980269989615784,1.0142913771004738,-0.025024226000322836,1.0474168435951876,1.0223926175948648
