loc,xCoordinate,yCoordinate
"Restricted Area_Center(C)",0,0
"Above the Break 3_Center(C)",-37,247
"Restricted Area_Center(C)",-29,-2
"Mid-Range_Left Side(L)",-136,28
"In The Paint (Non-RA)_Center(C)",32,112
"Above the Break 3_Left Side Center(LC)",-223,112
"In The Paint (Non-RA)_Center(C)",32,55
"In The Paint (Non-RA)_Left Side(L)",-79,66
"Mid-Range_Right Side(R)",176,40
"Mid-Range_Left Side(L)",-178,-19
"In The Paint (Non-RA)_Center(C)",11,72
"In The Paint (Non-RA)_Center(C)",-29,55
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-151,55
"Mid-Range_Right Side(R)",191,-19
"Restricted Area_Center(C)",0,0
"Above the Break 3_Left Side Center(LC)",-208,150
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",182,47
"In The Paint (Non-RA)_Center(C)",18,127
"Mid-Range_Left Side Center(LC)",-130,106
"Mid-Range_Right Side(R)",125,28
"Mid-Range_Left Side(L)",-178,28
"In The Paint (Non-RA)_Center(C)",62,28
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
Mid-Range_Center(C),3,188
"Mid-Range_Left Side(L)",-178,127
"Mid-Range_Right Side(R)",153,-13
"Above the Break 3_Left Side Center(LC)",-126,310
"Above the Break 3_Right Side Center(RC)",161,194
"Mid-Range_Right Side Center(RC)",146,125
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side Center(LC)",-75,171
"In The Paint (Non-RA)_Center(C)",-39,55
"Restricted Area_Center(C)",0,0
"Left Corner 3_Left Side(L)",-242,2
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-141,74
"Mid-Range_Left Side(L)",-105,95
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",96,95
"Right Corner 3_Right Side(R)",233,9
"Above the Break 3_Left Side Center(LC)",-170,241
"In The Paint (Non-RA)_Center(C)",-18,49
"Mid-Range_Right Side(R)",167,61
Mid-Range_Center(C),54,200
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",-4,68
"Mid-Range_Left Side(L)",-185,2
"In The Paint (Non-RA)_Right Side(R)",60,61
"Mid-Range_Right Side(R)",161,2
"Mid-Range_Left Side Center(LC)",-119,171
"Mid-Range_Right Side(R)",155,74
"In The Paint (Non-RA)_Center(C)",-6,66
"Mid-Range_Left Side(L)",-111,49
"Mid-Range_Right Side Center(RC)",89,171
"Above the Break 3_Center(C)",1,241
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-178,-23
"Mid-Range_Left Side(L)",-178,95
Mid-Range_Center(C),1,194
"Above the Break 3_Center(C)",-54,234
"In The Paint (Non-RA)_Left Side(L)",-54,68
Mid-Range_Center(C),-25,154
"Mid-Range_Left Side(L)",-178,0
"Mid-Range_Right Side(R)",119,101
"Mid-Range_Right Side Center(RC)",132,141
"In The Paint (Non-RA)_Right Side(R)",60,78
"Above the Break 3_Left Side Center(LC)",-96,224
"In The Paint (Non-RA)_Center(C)",16,55
Mid-Range_Center(C),3,222
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",32,89
"Left Corner 3_Left Side(L)",-229,66
"Mid-Range_Right Side(R)",119,4
"Mid-Range_Left Side(L)",-151,78
"In The Paint (Non-RA)_Center(C)",-37,72
"Above the Break 3_Right Side Center(RC)",146,198
"Mid-Range_Left Side(L)",-136,28
"Above the Break 3_Left Side Center(LC)",-151,205
"Above the Break 3_Left Side Center(LC)",-223,106
Mid-Range_Center(C),-1,144
"Mid-Range_Left Side(L)",-124,28
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",-1,127
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",32,61
"Restricted Area_Center(C)",0,0
"Right Corner 3_Right Side(R)",233,-4
"Above the Break 3_Center(C)",-58,232
"Mid-Range_Right Side(R)",132,15
"In The Paint (Non-RA)_Center(C)",3,133
"In The Paint (Non-RA)_Center(C)",3,49
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-151,11
"Mid-Range_Left Side Center(LC)",-115,188
"Above the Break 3_Left Side Center(LC)",-136,198
"Restricted Area_Center(C)",0,0
"Above the Break 3_Right Side Center(RC)",125,222
"Mid-Range_Left Side(L)",-187,4
"In The Paint (Non-RA)_Center(C)",-58,34
"Mid-Range_Right Side Center(RC)",125,177
"Mid-Range_Right Side(R)",161,82
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Above the Break 3_Center(C)",-44,238
"Restricted Area_Center(C)",0,0
"Right Corner 3_Right Side(R)",226,11
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Left Side(L)",-58,61
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Above the Break 3_Left Side Center(LC)",-101,215
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Right Side(R)",47,72
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",98,15
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",3,127
Mid-Range_Center(C),-8,150
"Left Corner 3_Left Side(L)",-223,11
"Mid-Range_Right Side(R)",153,82
"Mid-Range_Left Side Center(LC)",-136,160
"Above the Break 3_Right Side Center(RC)",89,228
"In The Paint (Non-RA)_Center(C)",3,127
Mid-Range_Center(C),32,154
"Mid-Range_Left Side(L)",-86,55
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side Center(RC)",77,171
"Mid-Range_Right Side(R)",197,34
"Mid-Range_Right Side Center(RC)",77,144
"Mid-Range_Right Side Center(RC)",104,184
"Above the Break 3_Right Side Center(RC)",98,232
"Restricted Area_Center(C)",0,0
"Left Corner 3_Left Side(L)",-229,4
"Mid-Range_Right Side Center(RC)",123,171
"Mid-Range_Left Side(L)",-86,9
"Mid-Range_Left Side(L)",-92,4
"Mid-Range_Right Side(R)",81,4
"Mid-Range_Right Side Center(RC)",94,133
Mid-Range_Center(C),-1,150
"Mid-Range_Left Side Center(LC)",-111,156
"In The Paint (Non-RA)_Center(C)",3,70
"In The Paint (Non-RA)_Center(C)",-35,42
"In The Paint (Non-RA)_Center(C)",3,55
"In The Paint (Non-RA)_Center(C)",-23,59
"In The Paint (Non-RA)_Right Side(R)",66,87
"Above the Break 3_Right Side Center(RC)",191,156
"In The Paint (Non-RA)_Center(C)",-1,59
"Mid-Range_Right Side Center(RC)",60,177
"Mid-Range_Right Side(R)",150,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",-8,36
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",-1,57
"Mid-Range_Left Side(L)",-147,15
"Mid-Range_Right Side Center(RC)",121,152
Mid-Range_Center(C),-10,169
"In The Paint (Non-RA)_Right Side(R)",47,70
"Above the Break 3_Left Side Center(LC)",-219,135
"Restricted Area_Center(C)",-10,9
"In The Paint (Non-RA)_Center(C)",47,47
"Restricted Area_Center(C)",3,9
"In The Paint (Non-RA)_Center(C)",18,76
"Above the Break 3_Center(C)",56,245
"Restricted Area_Center(C)",3,4
"Mid-Range_Left Side(L)",-168,0
"Mid-Range_Right Side(R)",157,53
"Above the Break 3_Right Side Center(RC)",163,200
"Restricted Area_Center(C)",-1,-6
"Mid-Range_Left Side(L)",-176,-13
"Mid-Range_Left Side(L)",-109,36
"Mid-Range_Right Side(R)",106,15
"Mid-Range_Right Side(R)",113,15
"In The Paint (Non-RA)_Center(C)",-58,129
"Restricted Area_Center(C)",-1,0
"Mid-Range_Left Side(L)",-147,57
"Above the Break 3_Right Side Center(RC)",134,295
"Above the Break 3_Center(C)",3,241
"Mid-Range_Right Side(R)",98,15
"In The Paint (Non-RA)_Center(C)",-1,70
"Restricted Area_Center(C)",-1,9
"Restricted Area_Center(C)",-10,30
"Above the Break 3_Right Side Center(RC)",142,196
"Left Corner 3_Left Side(L)",-248,-6
"Mid-Range_Left Side(L)",-153,-6
"Restricted Area_Center(C)",11,30
"Right Corner 3_Right Side(R)",228,-17
"In The Paint (Non-RA)_Right Side(R)",56,76
"Restricted Area_Center(C)",-16,9
"Restricted Area_Center(C)",-10,4
"Restricted Area_Center(C)",-10,4
"In The Paint (Non-RA)_Center(C)",32,80
"Above the Break 3_Center(C)",-37,245
"Mid-Range_Right Side(R)",85,129
"Restricted Area_Center(C)",-10,15
"Restricted Area_Center(C)",3,26
"Restricted Area_Center(C)",-1,0
"Restricted Area_Center(C)",3,9
"Restricted Area_Center(C)",-1,4
"Restricted Area_Center(C)",-16,-6
"Mid-Range_Left Side(L)",-94,125
"Above the Break 3_Center(C)",-23,241
"Above the Break 3_Left Side Center(LC)",-82,224
"Restricted Area_Center(C)",-16,15
"Restricted Area_Center(C)",3,-13
"Restricted Area_Center(C)",-1,4
"Restricted Area_Center(C)",-10,4
"Restricted Area_Center(C)",3,4
"In The Paint (Non-RA)_Center(C)",-52,47
"In The Paint (Non-RA)_Center(C)",77,19
"In The Paint (Non-RA)_Center(C)",18,80
"In The Paint (Non-RA)_Center(C)",24,42
"Restricted Area_Center(C)",-1,9
"In The Paint (Non-RA)_Right Side(R)",56,70
"Restricted Area_Center(C)",3,4
"In The Paint (Non-RA)_Center(C)",3,80
"In The Paint (Non-RA)_Center(C)",-1,53
"Above the Break 3_Left Side Center(LC)",-103,219
"Restricted Area_Center(C)",3,4
"Restricted Area_Center(C)",-1,9
"Restricted Area_Center(C)",-1,0
"Restricted Area_Center(C)",-1,9
"Restricted Area_Center(C)",-10,9
"Above the Break 3_Right Side Center(RC)",106,219
"Above the Break 3_Right Side Center(RC)",77,230
"Restricted Area_Center(C)",-16,4
"Restricted Area_Center(C)",-1,9
"In The Paint (Non-RA)_Center(C)",-10,76
"Restricted Area_Center(C)",-16,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side Center(RC)",144,141
"In The Paint (Non-RA)_Center(C)",-12,91
"Above the Break 3_Left Side Center(LC)",-170,181
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",108,38
"Above the Break 3_Right Side Center(RC)",138,194
"Above the Break 3_Center(C)",7,245
"Above the Break 3_Right Side Center(RC)",108,215
"Above the Break 3_Left Side Center(LC)",-128,209
"Left Corner 3_Left Side(L)",-229,15
"Above the Break 3_Left Side Center(LC)",-149,205
"In The Paint (Non-RA)_Right Side(R)",64,95
"Mid-Range_Right Side(R)",180,-13
"Mid-Range_Left Side(L)",-155,-6
"Restricted Area_Center(C)",0,0
"Above the Break 3_Left Side Center(LC)",-141,251
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side Center(RC)",129,141
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-134,91
"Above the Break 3_Center(C)",58,251
"In The Paint (Non-RA)_Right Side(R)",64,85
"In The Paint (Non-RA)_Left Side(L)",-63,108
"Restricted Area_Center(C)",0,0
"Right Corner 3_Right Side(R)",222,-13
"Mid-Range_Left Side(L)",-151,7
"Mid-Range_Right Side(R)",119,51
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",-79,-2
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Right Side(R)",56,68
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",146,47
"Mid-Range_Left Side(L)",-178,-8
Mid-Range_Center(C),32,179
"Mid-Range_Left Side Center(LC)",-115,163
"Mid-Range_Right Side Center(RC)",77,158
"Mid-Range_Left Side Center(LC)",-109,152
"In The Paint (Non-RA)_Center(C)",-1,68
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",132,13
"Above the Break 3_Right Side Center(RC)",191,163
"Mid-Range_Left Side(L)",-151,-8
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",167,51
"Mid-Range_Left Side(L)",-86,51
"Left Corner 3_Left Side(L)",-223,0
"Right Corner 3_Right Side(R)",233,80
"Above the Break 3_Center(C)",-1,243
"In The Paint (Non-RA)_Center(C)",-63,-8
"Restricted Area_Center(C)",0,0
"Left Corner 3_Left Side(L)",-225,0
"Above the Break 3_Left Side Center(LC)",-75,226
"Mid-Range_Right Side(R)",115,89
"In The Paint (Non-RA)_Center(C)",-12,85
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-105,23
"Above the Break 3_Center(C)",16,247
"Above the Break 3_Left Side Center(LC)",-168,171
"Right Corner 3_Right Side(R)",235,7
"In The Paint (Non-RA)_Center(C)",-63,17
"Mid-Range_Left Side Center(LC)",-117,171
"Mid-Range_Left Side Center(LC)",-132,160
"In The Paint (Non-RA)_Left Side(L)",-69,55
"Mid-Range_Right Side(R)",205,17
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side Center(RC)",64,188
"Mid-Range_Right Side(R)",169,-2
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",199,7
"Above the Break 3_Right Side Center(RC)",115,219
Mid-Range_Center(C),-48,150
"Mid-Range_Right Side(R)",199,106
"Mid-Range_Left Side(L)",-183,-8
"Mid-Range_Left Side(L)",-195,17
"Mid-Range_Left Side(L)",-162,47
"Above the Break 3_Left Side Center(LC)",-105,215
"Left Corner 3_Left Side(L)",-231,85
"Above the Break 3_Left Side Center(LC)",-204,127
"Restricted Area_Center(C)",0,0
Mid-Range_Center(C),-33,154
"Mid-Range_Left Side Center(LC)",-111,154
"Above the Break 3_Left Side Center(LC)",-225,89
"Mid-Range_Left Side(L)",-176,66
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",191,55
"Mid-Range_Left Side(L)",-162,85
"Mid-Range_Right Side(R)",163,7
"Restricted Area_Center(C)",16,0
"Mid-Range_Left Side(L)",-132,-8
"Left Corner 3_Left Side(L)",-231,61
"Mid-Range_Left Side(L)",-111,-8
"Mid-Range_Right Side(R)",178,116
"Restricted Area_Center(C)",0,0
"Right Corner 3_Right Side(R)",235,17
"In The Paint (Non-RA)_Center(C)",-12,55
"Above the Break 3_Right Side Center(RC)",169,171
"In The Paint (Non-RA)_Center(C)",16,47
"Above the Break 3_Right Side Center(RC)",178,165
"Above the Break 3_Right Side Center(RC)",150,192
"Restricted Area_Center(C)",-33,13
"Left Corner 3_Left Side(L)",-225,13
"Mid-Range_Left Side(L)",-132,23
"Mid-Range_Left Side Center(LC)",-153,116
"Mid-Range_Right Side(R)",205,66
"In The Paint (Non-RA)_Center(C)",43,7
"Right Corner 3_Right Side(R)",228,0
"Mid-Range_Right Side(R)",157,7
"Above the Break 3_Left Side Center(LC)",-210,127
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",85,129
"In The Paint (Non-RA)_Center(C)",64,15
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",-27,30
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",100,108
"In The Paint (Non-RA)_Center(C)",1,78
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",-4,45
"In The Paint (Non-RA)_Center(C)",-4,68
"Mid-Range_Right Side(R)",159,21
"In The Paint (Non-RA)_Center(C)",7,129
"In The Paint (Non-RA)_Center(C)",-12,68
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",37,135
"In The Paint (Non-RA)_Center(C)",16,78
"In The Paint (Non-RA)_Center(C)",30,91
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",-27,68
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Above the Break 3_Right Side Center(RC)",129,215
"In The Paint (Non-RA)_Center(C)",73,15
"Mid-Range_Left Side(L)",-84,11
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",195,97
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",-33,72
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-84,15
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",-18,45
"In The Paint (Non-RA)_Center(C)",-4,72
"In The Paint (Non-RA)_Center(C)",-27,85
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side Center(LC)",-113,169
"Mid-Range_Left Side Center(LC)",-84,169
"Mid-Range_Right Side(R)",98,70
"Restricted Area_Center(C)",3,0
"Restricted Area_Center(C)",18,4
"Restricted Area_Center(C)",-1,-6
"Restricted Area_Center(C)",-23,0
"Mid-Range_Left Side Center(LC)",-101,148
"Restricted Area_Center(C)",3,4
"Restricted Area_Center(C)",-1,9
"Restricted Area_Center(C)",-16,0
"Above the Break 3_Center(C)",68,245
"Mid-Range_Left Side Center(LC)",-109,125
"Mid-Range_Right Side(R)",132,57
"Above the Break 3_Right Side Center(RC)",119,224
"In The Paint (Non-RA)_Left Side(L)",-79,129
"Mid-Range_Right Side(R)",83,125
"In The Paint (Non-RA)_Center(C)",56,135
"Above the Break 3_Right Side Center(RC)",132,213
"Restricted Area_Center(C)",-1,19
"Mid-Range_Left Side(L)",-166,80
"Mid-Range_Left Side(L)",-157,101
"Restricted Area_Center(C)",-1,0
"Above the Break 3_Left Side Center(LC)",-166,196
"Mid-Range_Left Side(L)",-172,19
"Mid-Range_Left Side(L)",-178,0
"Above the Break 3_Left Side Center(LC)",-166,200
"Restricted Area_Center(C)",-8,0
"In The Paint (Non-RA)_Center(C)",-1,135
"Restricted Area_Center(C)",32,0
"Mid-Range_Left Side(L)",-145,19
"Restricted Area_Center(C)",-1,-13
"Restricted Area_Center(C)",3,-6
"Above the Break 3_Right Side Center(RC)",146,200
"Mid-Range_Right Side Center(RC)",132,108
"Above the Break 3_Right Side Center(RC)",167,190
"Restricted Area_Center(C)",-1,0
"Restricted Area_Center(C)",3,0
"Mid-Range_Left Side(L)",-166,4
"In The Paint (Non-RA)_Center(C)",-58,36
"Restricted Area_Center(C)",-1,0
"Restricted Area_Center(C)",-1,4
"Restricted Area_Center(C)",-1,9
"In The Paint (Non-RA)_Center(C)",68,9
"Above the Break 3_Left Side Center(LC)",-193,169
"Mid-Range_Right Side Center(RC)",104,125
"Above the Break 3_Left Side Center(LC)",-124,224
"Left Corner 3_Left Side(L)",-229,0
"Mid-Range_Left Side(L)",-94,129
"Mid-Range_Left Side(L)",-166,9
"Right Corner 3_Right Side(R)",233,4
"Mid-Range_Right Side(R)",153,53
"Mid-Range_Right Side Center(RC)",110,125
"Restricted Area_Center(C)",-1,4
"In The Paint (Non-RA)_Center(C)",68,26
"In The Paint (Non-RA)_Center(C)",-58,125
"Above the Break 3_Left Side Center(LC)",-151,196
"Mid-Range_Right Side(R)",125,97
"Restricted Area_Center(C)",11,26
"Above the Break 3_Right Side Center(RC)",182,196
"Restricted Area_Center(C)",18,4
"Restricted Area_Center(C)",-8,15
Mid-Range_Center(C),11,173
"In The Paint (Non-RA)_Center(C)",-8,70
"Above the Break 3_Right Side Center(RC)",161,190
"Restricted Area_Center(C)",3,36
"Restricted Area_Center(C)",-1,15
Mid-Range_Center(C),-8,163
"Restricted Area_Center(C)",-1,0
"Restricted Area_Center(C)",3,9
"Restricted Area_Center(C)",3,0
"Mid-Range_Right Side(R)",140,47
"In The Paint (Non-RA)_Center(C)",51,13
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side Center(RC)",79,186
"Restricted Area_Center(C)",0,0
"Above the Break 3_Right Side Center(RC)",123,224
"Mid-Range_Left Side(L)",-162,114
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",-48,57
"Mid-Range_Left Side(L)",-141,30
"Mid-Range_Left Side(L)",-155,85
"In The Paint (Non-RA)_Center(C)",-27,97
"Above the Break 3_Right Side Center(RC)",201,152
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side Center(LC)",-71,148
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side Center(LC)",-128,158
"Mid-Range_Left Side(L)",-149,85
"Above the Break 3_Left Side Center(LC)",-92,247
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Right Corner 3_Right Side(R)",231,34
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-134,40
"Above the Break 3_Right Side Center(RC)",222,101
"Restricted Area_Center(C)",0,0
"Above the Break 3_Right Side Center(RC)",144,219
"In The Paint (Non-RA)_Center(C)",-27,57
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side Center(LC)",-71,158
"Above the Break 3_Center(C)",73,247
"Above the Break 3_Left Side Center(LC)",-176,198
"In The Paint (Non-RA)_Center(C)",47,101
"Above the Break 3_Left Side Center(LC)",-189,181
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",18,118
Mid-Range_Center(C),47,158
Mid-Range_Center(C),11,222
"In The Paint (Non-RA)_Center(C)",32,49
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side Center(RC)",142,125
"In The Paint (Non-RA)_Center(C)",56,129
"Mid-Range_Right Side(R)",85,135
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-168,21
"Mid-Range_Left Side(L)",-176,26
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side Center(RC)",157,152
"Above the Break 3_Right Side Center(RC)",205,129
"In The Paint (Non-RA)_Center(C)",77,15
"Above the Break 3_Right Side Center(RC)",169,171
"Above the Break 3_Left Side Center(LC)",-117,222
"In The Paint (Non-RA)_Right Side(R)",67,58
"Mid-Range_Right Side(R)",127,91
"Mid-Range_Right Side Center(RC)",85,181
"In The Paint (Non-RA)_Center(C)",11,112
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",169,17
"Mid-Range_Right Side(R)",113,97
"Mid-Range_Right Side(R)",148,7
"Mid-Range_Right Side Center(RC)",113,179
"Above the Break 3_Right Side Center(RC)",184,179
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-153,-15
"Mid-Range_Right Side(R)",184,13
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",178,34
"Mid-Range_Right Side(R)",91,47
"Right Corner 3_Right Side(R)",243,-2
"Above the Break 3_Right Side Center(RC)",214,146
"Mid-Range_Right Side Center(RC)",155,118
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",140,101
"Mid-Range_Right Side(R)",193,7
"Mid-Range_Right Side(R)",98,23
"In The Paint (Non-RA)_Center(C)",-1,57
"In The Paint (Non-RA)_Center(C)",-31,68
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side Center(LC)",-60,152
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-168,13
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side Center(RC)",113,156
"Mid-Range_Right Side Center(RC)",148,156
