primaryKey,teamId,games,bin,attempts,made,value,pointsAvg,pointsStDev,expectedPointsAvg,expectedPointsStDev,season,dt,primaryKey,teamId,teamName,teamAbbreviation,teamCity,season
1610612737_10_Total_2017-18,1610612737,10,Total,867,378,2,0.9850057670126874,1.1570978865238193,0.9948512838869281,0.30731805860281314,2017-18,2017-12-18T08:16:25.726,1610612737_2017-18,1610612737,Hawks,ATL,Atlanta,2017-18
1610612737_11_Total_2017-18,1610612737,11,Total,948,417,2,0.9968354430379747,1.162435292119112,0.9940644615813367,0.3044539714629248,2017-18,2017-12-18T08:16:25.726,1610612737_2017-18,1610612737,Hawks,ATL,Atlanta,2017-18
1610612737_12_Total_2017-18,1610612737,12,Total,1037,461,2,1.0038572806171648,1.1594168432743301,0.9934921717156548,0.3072427273494983,2017-18,2017-12-18T08:16:25.726,1610612737_2017-18,1610612737,Hawks,ATL,Atlanta,2017-18
1610612737_13_Total_2017-18,1610612737,13,Total,1120,495,2,1.0026785714285715,1.1645783894848305,0.9925755776594207,0.30885459888542743,2017-18,2017-12-18T08:16:25.726,1610612737_2017-18,1610612737,Hawks,ATL,Atlanta,2017-18
1610612737_14_Total_2017-18,1610612737,14,Total,1207,535,2,1.0107705053852527,1.1716267249539625,0.9983203960585971,0.315363663962169,2017-18,2017-12-18T08:16:25.726,1610612737_2017-18,1610612737,Hawks,ATL,Atlanta,2017-18
1610612737_15_Total_2017-18,1610612737,15,Total,1286,585,2,1.0388802488335926,1.1771727165684733,1.0003829763870653,0.3158961260955844,2017-18,2017-12-18T08:16:25.726,1610612737_2017-18,1610612737,Hawks,ATL,Atlanta,2017-18
1610612737_16_Total_2017-18,1610612737,16,Total,1364,622,2,1.0403225806451613,1.1761256098707897,1.0013144834252254,0.31342211892492405,2017-18,2017-12-18T08:16:25.726,1610612737_2017-18,1610612737,Hawks,ATL,Atlanta,2017-18
1610612737_17_Total_2017-18,1610612737,17,Total,1449,659,2,1.0358868184955141,1.1737095568478206,1.0030790346819625,0.3121694356786057,2017-18,2017-12-18T08:16:25.726,1610612737_2017-18,1610612737,Hawks,ATL,Atlanta,2017-18
1610612737_18_Total_2017-18,1610612737,18,Total,1532,699,2,1.0385117493472584,1.1732238413776008,1.0043339635928712,0.31788282790498235,2017-18,2017-12-18T08:16:25.726,1610612737_2017-18,1610612737,Hawks,ATL,Atlanta,2017-18
1610612737_19_Total_2017-18,1610612737,19,Total,1631,746,2,1.0410790925812385,1.1735506606686283,1.005816894146968,0.32364686960659605,2017-18,2017-12-18T08:16:25.726,1610612737_2017-18,1610612737,Hawks,ATL,Atlanta,2017-18
1610612737_1_Total_2017-18,1610612737,1,Total,94,48,2,1.1170212765957446,1.1285123230949203,0.952109535145501,0.3276133196698556,2017-18,2017-12-18T08:16:25.726,1610612737_2017-18,1610612737,Hawks,ATL,Atlanta,2017-18
1610612737_20_Total_2017-18,1610612737,20,Total,1706,772,2,1.0293083235638922,1.1712996618724836,0.9994022747707973,0.32845032949454916,2017-18,2017-12-18T08:16:25.726,1610612737_2017-18,1610612737,Hawks,ATL,Atlanta,2017-18
1610612737_21_Total_2017-18,1610612737,21,Total,1785,813,2,1.0364145658263306,1.1726655821805982,1.0013744022119195,0.32732493338189694,2017-18,2017-12-18T08:16:25.726,1610612737_2017-18,1610612737,Hawks,ATL,Atlanta,2017-18
1610612737_22_Total_2017-18,1610612737,22,Total,1884,860,2,1.0371549893842889,1.1709957180673125,0.9991111807634484,0.32640989237888285,2017-18,2017-12-18T08:16:25.726,1610612737_2017-18,1610612737,Hawks,ATL,Atlanta,2017-18
1610612737_23_Total_2017-18,1610612737,23,Total,1966,890,2,1.0289928789420142,1.17045421748527,0.9950849106598496,0.32795557417722976,2017-18,2017-12-18T08:16:25.726,1610612737_2017-18,1610612737,Hawks,ATL,Atlanta,2017-18
1610612737_24_Total_2017-18,1610612737,24,Total,2059,930,2,1.0267119961146187,1.1702004245492141,0.9974054794156718,0.32756479175180564,2017-18,2017-12-18T08:16:25.726,1610612737_2017-18,1610612737,Hawks,ATL,Atlanta,2017-18
1610612737_25_Total_2017-18,1610612737,25,Total,2139,971,2,1.034595605423095,1.1742603184805491,0.99949069691936,0.32617284442535927,2017-18,2017-12-18T08:16:25.726,1610612737_2017-18,1610612737,Hawks,ATL,Atlanta,2017-18
1610612737_26_Total_2017-18,1610612737,26,Total,2216,1008,2,1.036101083032491,1.173779401610473,1.001033674214615,0.3260036073721378,2017-18,2017-12-18T08:16:25.726,1610612737_2017-18,1610612737,Hawks,ATL,Atlanta,2017-18
1610612737_27_Total_2017-18,1610612737,27,Total,2308,1051,2,1.0389948006932408,1.1761071829098633,1.000435162229207,0.32522897722612515,2017-18,2017-12-18T08:16:25.726,1610612737_2017-18,1610612737,Hawks,ATL,Atlanta,2017-18
1610612737_28_Total_2017-18,1610612737,28,Total,2378,1083,2,1.0399495374264087,1.1771594143412492,1.0010962189032488,0.3280648946238247,2017-18,2017-12-18T08:16:25.726,1610612737_2017-18,1610612737,Hawks,ATL,Atlanta,2017-18
1610612737_29_Total_2017-18,1610612737,29,Total,2455,1117,2,1.039918533604888,1.178228845040663,1.0013378522841467,0.32588372171741603,2017-18,2017-12-18T08:16:25.726,1610612737_2017-18,1610612737,Hawks,ATL,Atlanta,2017-18
1610612737_2_Total_2017-18,1610612737,2,Total,189,84,2,0.9735449735449735,1.1194947009894756,0.9624338254070358,0.34184887840321054,2017-18,2017-12-18T08:16:25.726,1610612737_2017-18,1610612737,Hawks,ATL,Atlanta,2017-18
1610612737_3_Total_2017-18,1610612737,3,Total,283,116,2,0.901060070671378,1.1108677440638057,0.9630167707277482,0.329744047492399,2017-18,2017-12-18T08:16:25.726,1610612737_2017-18,1610612737,Hawks,ATL,Atlanta,2017-18
1610612737_4_Total_2017-18,1610612737,4,Total,359,152,2,0.9303621169916435,1.1161751404148914,0.9819951179839286,0.32419731367841814,2017-18,2017-12-18T08:16:25.726,1610612737_2017-18,1610612737,Hawks,ATL,Atlanta,2017-18
1610612737_5_Total_2017-18,1610612737,5,Total,440,184,2,0.9295454545454546,1.1289736983518477,0.9806176230838942,0.31978053256752753,2017-18,2017-12-18T08:16:25.726,1610612737_2017-18,1610612737,Hawks,ATL,Atlanta,2017-18
1610612737_6_Total_2017-18,1610612737,6,Total,529,221,2,0.9395085066162571,1.143787586043897,0.9836499421583689,0.31889021218123254,2017-18,2017-12-18T08:16:25.726,1610612737_2017-18,1610612737,Hawks,ATL,Atlanta,2017-18
1610612737_7_Total_2017-18,1610612737,7,Total,606,257,2,0.9603960396039604,1.1554502108214293,0.990049949620332,0.31014442616107424,2017-18,2017-12-18T08:16:25.726,1610612737_2017-18,1610612737,Hawks,ATL,Atlanta,2017-18
1610612737_8_Total_2017-18,1610612737,8,Total,700,298,2,0.96,1.150701649305453,0.9870788857087788,0.3109922952452697,2017-18,2017-12-18T08:16:25.726,1610612737_2017-18,1610612737,Hawks,ATL,Atlanta,2017-18
1610612737_9_Total_2017-18,1610612737,9,Total,781,337,2,0.9743918053777209,1.1547861967433304,0.9929867130632258,0.3073457628167311,2017-18,2017-12-18T08:16:25.726,1610612737_2017-18,1610612737,Hawks,ATL,Atlanta,2017-18
1610612738_10_Total_2017-18,1610612738,10,Total,840,371,3,1.0166666666666666,1.1830985682614215,1.010391540502976,0.2919092884201626,2017-18,2017-12-18T08:16:25.726,1610612738_2017-18,1610612738,Celtics,BOS,Boston,2017-18
1610612738_11_Total_2017-18,1610612738,11,Total,921,410,3,1.0271444082519001,1.1873022504271493,1.0117393082750263,0.28898059552633515,2017-18,2017-12-18T08:16:25.726,1610612738_2017-18,1610612738,Celtics,BOS,Boston,2017-18
1610612738_12_Total_2017-18,1610612738,12,Total,1019,448,3,1.0098135426889108,1.1796033433605688,1.0059845325104084,0.2856776876507496,2017-18,2017-12-18T08:16:25.726,1610612738_2017-18,1610612738,Celtics,BOS,Boston,2017-18
1610612738_13_Total_2017-18,1610612738,13,Total,1103,478,3,0.9954669084315503,1.1773694631307374,0.9964108866351953,0.29063430946994495,2017-18,2017-12-18T08:16:25.726,1610612738_2017-18,1610612738,Celtics,BOS,Boston,2017-18
1610612738_14_Total_2017-18,1610612738,14,Total,1190,513,3,0.9899159663865547,1.176049144201458,0.9971760633135509,0.2903974969143252,2017-18,2017-12-18T08:16:25.726,1610612738_2017-18,1610612738,Celtics,BOS,Boston,2017-18
1610612738_15_Total_2017-18,1610612738,15,Total,1276,552,3,0.9913793103448276,1.1740750953315902,0.9971850350762366,0.291359245094682,2017-18,2017-12-18T08:16:25.726,1610612738_2017-18,1610612738,Celtics,BOS,Boston,2017-18
1610612738_16_Total_2017-18,1610612738,16,Total,1355,578,3,0.9771217712177122,1.1710816821233963,0.9973225855371074,0.2870049373256002,2017-18,2017-12-18T08:16:25.726,1610612738_2017-18,1610612738,Celtics,BOS,Boston,2017-18
1610612738_17_Total_2017-18,1610612738,17,Total,1437,617,3,0.9867780097425192,1.1764177789648904,0.9982471718510584,0.28680302291136506,2017-18,2017-12-18T08:16:25.726,1610612738_2017-18,1610612738,Celtics,BOS,Boston,2017-18
1610612738_18_Total_2017-18,1610612738,18,Total,1521,655,3,0.9907955292570677,1.1783358755080142,0.9974272944941355,0.28587853495219806,2017-18,2017-12-18T08:16:25.726,1610612738_2017-18,1610612738,Celtics,BOS,Boston,2017-18
1610612738_19_Total_2017-18,1610612738,19,Total,1605,690,3,0.9881619937694704,1.176820543065279,0.9976525951740497,0.28324506980799896,2017-18,2017-12-18T08:16:25.726,1610612738_2017-18,1610612738,Celtics,BOS,Boston,2017-18
1610612738_1_Total_2017-18,1610612738,1,Total,88,36,3,0.9090909090909091,1.12448335244118,0.9851934572817233,0.22756897131955736,2017-18,2017-12-18T08:16:25.726,1610612738_2017-18,1610612738,Celtics,BOS,Boston,2017-18
1610612738_20_Total_2017-18,1610612738,20,Total,1696,732,3,0.9946933962264151,1.1808595967032653,1.000652348362306,0.2868211518640197,2017-18,2017-12-18T08:16:25.726,1610612738_2017-18,1610612738,Celtics,BOS,Boston,2017-18
1610612738_21_Total_2017-18,1610612738,21,Total,1776,777,3,1.0061936936936937,1.1804841037640001,0.9989885951436819,0.2911068669466939,2017-18,2017-12-18T08:16:25.726,1610612738_2017-18,1610612738,Celtics,BOS,Boston,2017-18
1610612738_22_Total_2017-18,1610612738,22,Total,1853,817,3,1.0161899622234214,1.1844272643292149,1.0003708943955074,0.2905831688634173,2017-18,2017-12-18T08:16:25.726,1610612738_2017-18,1610612738,Celtics,BOS,Boston,2017-18
1610612738_23_Total_2017-18,1610612738,23,Total,1932,857,3,1.0222567287784678,1.1852359010465647,1.0005015043035823,0.2920709113504865,2017-18,2017-12-18T08:16:25.726,1610612738_2017-18,1610612738,Celtics,BOS,Boston,2017-18
1610612738_24_Total_2017-18,1610612738,24,Total,2012,899,3,1.0303180914512922,1.187063846118714,1.0008550074063904,0.2919102068684099,2017-18,2017-12-18T08:16:25.726,1610612738_2017-18,1610612738,Celtics,BOS,Boston,2017-18
1610612738_25_Total_2017-18,1610612738,25,Total,2090,942,3,1.037799043062201,1.186449384269919,1.0024921076930988,0.2913992619621213,2017-18,2017-12-18T08:16:25.726,1610612738_2017-18,1610612738,Celtics,BOS,Boston,2017-18
1610612738_26_Total_2017-18,1610612738,26,Total,2177,978,3,1.0349104271933853,1.1866170764585315,1.0010834647093385,0.29362852714001736,2017-18,2017-12-18T08:16:25.726,1610612738_2017-18,1610612738,Celtics,BOS,Boston,2017-18
1610612738_27_Total_2017-18,1610612738,27,Total,2260,1016,3,1.0353982300884956,1.1864217305953162,1.0032563143988238,0.2925817758417082,2017-18,2017-12-18T08:16:25.726,1610612738_2017-18,1610612738,Celtics,BOS,Boston,2017-18
1610612738_28_Total_2017-18,1610612738,28,Total,2339,1049,3,1.033347584437794,1.1866074109307971,1.0016376626924632,0.294211643445899,2017-18,2017-12-18T08:16:25.726,1610612738_2017-18,1610612738,Celtics,BOS,Boston,2017-18
1610612738_29_Total_2017-18,1610612738,29,Total,2422,1082,3,1.0293146160198183,1.1860249171727522,0.999514752297677,0.29964834632322174,2017-18,2017-12-18T08:16:25.726,1610612738_2017-18,1610612738,Celtics,BOS,Boston,2017-18
1610612738_2_Total_2017-18,1610612738,2,Total,179,75,3,0.9441340782122905,1.1468717247245899,0.9642217111339433,0.2514549469589952,2017-18,2017-12-18T08:16:25.726,1610612738_2017-18,1610612738,Celtics,BOS,Boston,2017-18
1610612738_30_Total_2017-18,1610612738,30,Total,2501,1129,3,1.0387844862055178,1.18588896144777,0.9999148410066034,0.29932159873886294,2017-18,2017-12-18T08:16:25.726,1610612738_2017-18,1610612738,Celtics,BOS,Boston,2017-18
1610612738_31_Total_2017-18,1610612738,31,Total,2587,1164,3,1.0347893312717433,1.1846964124017825,0.9995456913073679,0.30056808923814976,2017-18,2017-12-18T08:16:25.726,1610612738_2017-18,1610612738,Celtics,BOS,Boston,2017-18
1610612738_32_Total_2017-18,1610612738,32,Total,2667,1203,3,1.0382452193475815,1.1861118255468677,0.9999202427154377,0.29933461003901557,2017-18,2017-12-18T08:16:25.726,1610612738_2017-18,1610612738,Celtics,BOS,Boston,2017-18
1610612738_3_Total_2017-18,1610612738,3,Total,263,110,3,0.9467680608365019,1.1523735677896918,0.9456673596613995,0.27296617218297875,2017-18,2017-12-18T08:16:25.726,1610612738_2017-18,1610612738,Celtics,BOS,Boston,2017-18
1610612738_4_Total_2017-18,1610612738,4,Total,338,147,3,0.9970414201183432,1.1754352604626137,0.9836188486096443,0.29750012082737837,2017-18,2017-12-18T08:16:25.726,1610612738_2017-18,1610612738,Celtics,BOS,Boston,2017-18
1610612738_5_Total_2017-18,1610612738,5,Total,416,180,3,0.9951923076923077,1.1787281124236186,0.9862909992818475,0.29538290594410815,2017-18,2017-12-18T08:16:25.726,1610612738_2017-18,1610612738,Celtics,BOS,Boston,2017-18
1610612738_6_Total_2017-18,1610612738,6,Total,497,214,3,0.9818913480885312,1.1669811973443847,0.9931815690595943,0.2938793649567516,2017-18,2017-12-18T08:16:25.726,1610612738_2017-18,1610612738,Celtics,BOS,Boston,2017-18
1610612738_7_Total_2017-18,1610612738,7,Total,585,256,3,0.9965811965811966,1.1679430105470714,0.9992502254258729,0.29858368104827426,2017-18,2017-12-18T08:16:25.726,1610612738_2017-18,1610612738,Celtics,BOS,Boston,2017-18
1610612738_8_Total_2017-18,1610612738,8,Total,667,296,3,1.0194902548725637,1.1812799113315695,1.0079112665613683,0.2997613946593943,2017-18,2017-12-18T08:16:25.726,1610612738_2017-18,1610612738,Celtics,BOS,Boston,2017-18
1610612738_9_Total_2017-18,1610612738,9,Total,751,332,3,1.018641810918775,1.1845313560581117,1.0113755640336828,0.2940423126920596,2017-18,2017-12-18T08:16:25.726,1610612738_2017-18,1610612738,Celtics,BOS,Boston,2017-18
1610612739_10_Total_2017-18,1610612739,10,Total,837,395,2,1.065710872162485,1.1667362508849686,1.0433939774975787,0.25151404988995324,2017-18,2017-12-18T08:16:25.726,1610612739_2017-18,1610612739,Cavaliers,CLE,Cleveland,2017-18
1610612739_11_Total_2017-18,1610612739,11,Total,919,436,2,1.0696409140369967,1.1651182446176094,1.0434835331942203,0.2515064620348064,2017-18,2017-12-18T08:16:25.726,1610612739_2017-18,1610612739,Cavaliers,CLE,Cleveland,2017-18
1610612739_12_Total_2017-18,1610612739,12,Total,1000,481,2,1.085,1.1669511557901593,1.0447215059893273,0.2518894138876422,2017-18,2017-12-18T08:16:25.726,1610612739_2017-18,1610612739,Cavaliers,CLE,Cleveland,2017-18
1610612739_13_Total_2017-18,1610612739,13,Total,1081,516,2,1.0795559666975023,1.1697537976622556,1.0472148932609384,0.24972987792527623,2017-18,2017-12-18T08:16:25.726,1610612739_2017-18,1610612739,Cavaliers,CLE,Cleveland,2017-18
1610612739_14_Total_2017-18,1610612739,14,Total,1169,551,2,1.0718562874251496,1.1757326936244432,1.053276083367963,0.24880738229640317,2017-18,2017-12-18T08:16:25.726,1610612739_2017-18,1610612739,Cavaliers,CLE,Cleveland,2017-18
1610612739_15_Total_2017-18,1610612739,15,Total,1264,593,2,1.0680379746835442,1.1766950923370263,1.0562574998567724,0.24642119325631098,2017-18,2017-12-18T08:16:25.726,1610612739_2017-18,1610612739,Cavaliers,CLE,Cleveland,2017-18
1610612739_16_Total_2017-18,1610612739,16,Total,1354,635,2,1.0672082717872968,1.176105045370293,1.056877260310588,0.24590131034164803,2017-18,2017-12-18T08:16:25.726,1610612739_2017-18,1610612739,Cavaliers,CLE,Cleveland,2017-18
1610612739_17_Total_2017-18,1610612739,17,Total,1434,677,2,1.0774058577405858,1.1805040970473726,1.0546514510552019,0.2468593012903313,2017-18,2017-12-18T08:16:25.726,1610612739_2017-18,1610612739,Cavaliers,CLE,Cleveland,2017-18
1610612739_18_Total_2017-18,1610612739,18,Total,1517,720,2,1.084377059986816,1.1824914025705946,1.0568496180555964,0.2470197466653462,2017-18,2017-12-18T08:16:25.726,1610612739_2017-18,1610612739,Cavaliers,CLE,Cleveland,2017-18
1610612739_19_Total_2017-18,1610612739,19,Total,1600,758,2,1.08375,1.1839492968450982,1.059143081989459,0.24709602842771874,2017-18,2017-12-18T08:16:25.726,1610612739_2017-18,1610612739,Cavaliers,CLE,Cleveland,2017-18
1610612739_1_Total_2017-18,1610612739,1,Total,83,38,2,0.9759036144578314,1.086343525672275,1.0335156821147884,0.2398686710902652,2017-18,2017-12-18T08:16:25.726,1610612739_2017-18,1610612739,Cavaliers,CLE,Cleveland,2017-18
1610612739_20_Total_2017-18,1610612739,20,Total,1686,799,2,1.0860023724792407,1.1862522241323297,1.059814854659935,0.2540609114022342,2017-18,2017-12-18T08:16:25.726,1610612739_2017-18,1610612739,Cavaliers,CLE,Cleveland,2017-18
1610612739_21_Total_2017-18,1610612739,21,Total,1767,839,2,1.087719298245614,1.1859876832485112,1.0596103687384646,0.25497541339346114,2017-18,2017-12-18T08:16:25.726,1610612739_2017-18,1610612739,Cavaliers,CLE,Cleveland,2017-18
1610612739_22_Total_2017-18,1610612739,22,Total,1846,880,2,1.09534127843987,1.1902501933412828,1.0617692934487264,0.2536729080459617,2017-18,2017-12-18T08:16:25.726,1610612739_2017-18,1610612739,Cavaliers,CLE,Cleveland,2017-18
1610612739_23_Total_2017-18,1610612739,23,Total,1921,922,2,1.1020301926080167,1.1899286900818555,1.0632454280796262,0.25347724604297767,2017-18,2017-12-18T08:16:25.726,1610612739_2017-18,1610612739,Cavaliers,CLE,Cleveland,2017-18
1610612739_24_Total_2017-18,1610612739,24,Total,2002,964,2,1.1058941058941059,1.1905283981948314,1.0626353647304005,0.25373200247560507,2017-18,2017-12-18T08:16:25.726,1610612739_2017-18,1610612739,Cavaliers,CLE,Cleveland,2017-18
1610612739_25_Total_2017-18,1610612739,25,Total,2080,1001,2,1.1067307692307693,1.1921832286153515,1.0649368277941722,0.2526080597976871,2017-18,2017-12-18T08:16:25.726,1610612739_2017-18,1610612739,Cavaliers,CLE,Cleveland,2017-18
1610612739_26_Total_2017-18,1610612739,26,Total,2166,1038,2,1.1020313942751616,1.191779139362623,1.063967117567638,0.2528468729325048,2017-18,2017-12-18T08:16:25.726,1610612739_2017-18,1610612739,Cavaliers,CLE,Cleveland,2017-18
1610612739_27_Total_2017-18,1610612739,27,Total,2241,1074,2,1.103525211958947,1.1934639325650158,1.0642142702295372,0.2534421681528289,2017-18,2017-12-18T08:16:25.726,1610612739_2017-18,1610612739,Cavaliers,CLE,Cleveland,2017-18
1610612739_28_Total_2017-18,1610612739,28,Total,2327,1122,2,1.11259131929523,1.1967045917106993,1.0643921658113722,0.256047961050692,2017-18,2017-12-18T08:16:25.726,1610612739_2017-18,1610612739,Cavaliers,CLE,Cleveland,2017-18
1610612739_29_Total_2017-18,1610612739,29,Total,2413,1165,2,1.1147948611686698,1.1976634635166097,1.0663891251666602,0.2547402404154221,2017-18,2017-12-18T08:16:25.726,1610612739_2017-18,1610612739,Cavaliers,CLE,Cleveland,2017-18
1610612739_2_Total_2017-18,1610612739,2,Total,164,82,2,1.0975609756097562,1.1327686360715248,1.0622702536851567,0.2467684744935138,2017-18,2017-12-18T08:16:25.726,1610612739_2017-18,1610612739,Cavaliers,CLE,Cleveland,2017-18
1610612739_30_Total_2017-18,1610612739,30,Total,2492,1207,2,1.117174959871589,1.1965347424687829,1.067953529529448,0.2540714702688403,2017-18,2017-12-18T08:16:25.726,1610612739_2017-18,1610612739,Cavaliers,CLE,Cleveland,2017-18
1610612739_31_Total_2017-18,1610612739,31,Total,2579,1248,2,1.1167119038386972,1.1971061327375596,1.0665329544032858,0.25423915501151384,2017-18,2017-12-18T08:16:25.726,1610612739_2017-18,1610612739,Cavaliers,CLE,Cleveland,2017-18
1610612739_3_Total_2017-18,1610612739,3,Total,250,115,2,1.012,1.1295379586361847,1.0452991366999305,0.2484634813963304,2017-18,2017-12-18T08:16:25.726,1610612739_2017-18,1610612739,Cavaliers,CLE,Cleveland,2017-18
1610612739_4_Total_2017-18,1610612739,4,Total,333,158,2,1.0660660660660661,1.16059752983793,1.0544667279702444,0.24156226780854245,2017-18,2017-12-18T08:16:25.726,1610612739_2017-18,1610612739,Cavaliers,CLE,Cleveland,2017-18
1610612739_5_Total_2017-18,1610612739,5,Total,414,197,2,1.0748792270531402,1.1678862610490932,1.0433574706703912,0.24440127682044083,2017-18,2017-12-18T08:16:25.726,1610612739_2017-18,1610612739,Cavaliers,CLE,Cleveland,2017-18
1610612739_6_Total_2017-18,1610612739,6,Total,492,233,2,1.0752032520325203,1.1740914838065848,1.0288844208458845,0.25339215002418863,2017-18,2017-12-18T08:16:25.726,1610612739_2017-18,1610612739,Cavaliers,CLE,Cleveland,2017-18
1610612739_7_Total_2017-18,1610612739,7,Total,573,264,2,1.0488656195462478,1.1746536102638683,1.0315274369511538,0.24953691844220385,2017-18,2017-12-18T08:16:25.726,1610612739_2017-18,1610612739,Cavaliers,CLE,Cleveland,2017-18
1610612739_8_Total_2017-18,1610612739,8,Total,659,307,2,1.0531107738998482,1.1667765036974482,1.0372020275486542,0.24746969976658478,2017-18,2017-12-18T08:16:25.726,1610612739_2017-18,1610612739,Cavaliers,CLE,Cleveland,2017-18
1610612739_9_Total_2017-18,1610612739,9,Total,741,353,2,1.0769230769230769,1.168996354085084,1.0398241158806505,0.2504654555363816,2017-18,2017-12-18T08:16:25.726,1610612739_2017-18,1610612739,Cavaliers,CLE,Cleveland,2017-18
1610612740_10_Total_2017-18,1610612740,10,Total,844,381,2,1.0154028436018958,1.1564776165267827,1.0375971298015003,0.24146911599284002,2017-18,2017-12-18T08:16:25.726,1610612740_2017-18,1610612740,Pelicans,NOP,"New Orleans",2017-18
1610612740_11_Total_2017-18,1610612740,11,Total,931,425,2,1.0300751879699248,1.1620373117947012,1.036466641577282,0.24256024060590695,2017-18,2017-12-18T08:16:25.726,1610612740_2017-18,1610612740,Pelicans,NOP,"New Orleans",2017-18
1610612740_12_Total_2017-18,1610612740,12,Total,1013,469,2,1.0463968410661402,1.1658260562177651,1.038651427682648,0.2416895189723183,2017-18,2017-12-18T08:16:25.726,1610612740_2017-18,1610612740,Pelicans,NOP,"New Orleans",2017-18
1610612740_13_Total_2017-18,1610612740,13,Total,1093,512,2,1.0539798719121682,1.1612117797366093,1.0329817465401947,0.24404201085945626,2017-18,2017-12-18T08:16:25.726,1610612740_2017-18,1610612740,Pelicans,NOP,"New Orleans",2017-18
1610612740_14_Total_2017-18,1610612740,14,Total,1168,553,2,1.06763698630137,1.1651535402386408,1.0366749269738715,0.2413924888210585,2017-18,2017-12-18T08:16:25.726,1610612740_2017-18,1610612740,Pelicans,NOP,"New Orleans",2017-18
1610612740_15_Total_2017-18,1610612740,15,Total,1259,599,2,1.0714853057982525,1.1639154709740804,1.0391487079136403,0.24066094497797585,2017-18,2017-12-18T08:16:25.726,1610612740_2017-18,1610612740,Pelicans,NOP,"New Orleans",2017-18
1610612740_16_Total_2017-18,1610612740,16,Total,1350,647,2,1.0792592592592594,1.164448449715096,1.0433379039801987,0.2479826982525193,2017-18,2017-12-18T08:16:25.726,1610612740_2017-18,1610612740,Pelicans,NOP,"New Orleans",2017-18
1610612740_17_Total_2017-18,1610612740,17,Total,1430,688,2,1.0811188811188812,1.161922150477121,1.0441933321456605,0.24595725677847272,2017-18,2017-12-18T08:16:25.726,1610612740_2017-18,1610612740,Pelicans,NOP,"New Orleans",2017-18
1610612740_18_Total_2017-18,1610612740,18,Total,1511,727,2,1.0794176042356056,1.1597912496997127,1.0453695841366784,0.2444218752297861,2017-18,2017-12-18T08:16:25.726,1610612740_2017-18,1610612740,Pelicans,NOP,"New Orleans",2017-18
1610612740_19_Total_2017-18,1610612740,19,Total,1602,772,2,1.079900124843945,1.1584172723123027,1.046140415337921,0.24440500939603124,2017-18,2017-12-18T08:16:25.726,1610612740_2017-18,1610612740,Pelicans,NOP,"New Orleans",2017-18
1610612740_1_Total_2017-18,1610612740,1,Total,75,28,2,0.8266666666666667,1.099979797794285,1.059152900452639,0.19935868527078907,2017-18,2017-12-18T08:16:25.726,1610612740_2017-18,1610612740,Pelicans,NOP,"New Orleans",2017-18
1610612740_20_Total_2017-18,1610612740,20,Total,1686,806,2,1.0729537366548043,1.1598325569397043,1.0460600572267649,0.24508901158914742,2017-18,2017-12-18T08:16:25.726,1610612740_2017-18,1610612740,Pelicans,NOP,"New Orleans",2017-18
1610612740_21_Total_2017-18,1610612740,21,Total,1770,845,2,1.0740112994350282,1.1628196103437665,1.0471130942762372,0.2436297476917632,2017-18,2017-12-18T08:16:25.726,1610612740_2017-18,1610612740,Pelicans,NOP,"New Orleans",2017-18
1610612740_22_Total_2017-18,1610612740,22,Total,1857,887,2,1.0770059235325795,1.1658366505726476,1.0471312185953037,0.24191704147587328,2017-18,2017-12-18T08:16:25.726,1610612740_2017-18,1610612740,Pelicans,NOP,"New Orleans",2017-18
1610612740_23_Total_2017-18,1610612740,23,Total,1943,932,2,1.0833762223365928,1.1683977909209071,1.0486036943844637,0.23894682343270193,2017-18,2017-12-18T08:16:25.726,1610612740_2017-18,1610612740,Pelicans,NOP,"New Orleans",2017-18
1610612740_24_Total_2017-18,1610612740,24,Total,2034,977,2,1.0870206489675516,1.1711035196987973,1.049979958375558,0.2373372899444286,2017-18,2017-12-18T08:16:25.726,1610612740_2017-18,1610612740,Pelicans,NOP,"New Orleans",2017-18
1610612740_25_Total_2017-18,1610612740,25,Total,2120,1023,2,1.0919811320754718,1.1714093429286871,1.0513850996945726,0.235325104297618,2017-18,2017-12-18T08:16:25.726,1610612740_2017-18,1610612740,Pelicans,NOP,"New Orleans",2017-18
1610612740_26_Total_2017-18,1610612740,26,Total,2209,1064,2,1.0896333182435491,1.1708417271034441,1.051854155488754,0.2342148082881352,2017-18,2017-12-18T08:16:25.726,1610612740_2017-18,1610612740,Pelicans,NOP,"New Orleans",2017-18
1610612740_27_Total_2017-18,1610612740,27,Total,2289,1110,2,1.0982961992136304,1.172884886993438,1.052061301760816,0.23374071045192568,2017-18,2017-12-18T08:16:25.726,1610612740_2017-18,1610612740,Pelicans,NOP,"New Orleans",2017-18
1610612740_28_Total_2017-18,1610612740,28,Total,2374,1159,2,1.1078348778433025,1.1758583720989177,1.0517405667867215,0.23310623085189372,2017-18,2017-12-18T08:16:25.726,1610612740_2017-18,1610612740,Pelicans,NOP,"New Orleans",2017-18
1610612740_29_Total_2017-18,1610612740,29,Total,2454,1204,2,1.1136919315403424,1.176598766848782,1.0530383349802557,0.23295450315389551,2017-18,2017-12-18T08:16:25.726,1610612740_2017-18,1610612740,Pelicans,NOP,"New Orleans",2017-18
