primaryKey,id,bin,attempts,made,value,pointsAvg,pointsStDev,expectedPointsAvg,expectedPointsStDev,season,dt,primaryKey,playerName
101109_Left11FT_2017-18,101109,Left11FT,41,13,2,0.6341463414634146,0.9306723916262885,0.759659967449518,0.19376312864903425,2017-18,2017-12-18T08:16:44.367,101109,"Raymond Felton"
101109_Left18FT_2017-18,101109,Left18FT,38,10,2,0.5263157894736842,0.8806947647727111,0.7680651858665003,0.1458058811929464,2017-18,2017-12-18T08:16:44.367,101109,"Raymond Felton"
101109_Left23FT_2017-18,101109,Left23FT,41,18,2,0.8780487804878049,0.992536095091503,0.7824309637937618,0.07436538418948517,2017-18,2017-12-18T08:16:44.367,101109,"Raymond Felton"
101109_Left27FT_2017-18,101109,Left27FT,93,34,3,1.096774193548387,1.4447868178424965,1.027809349850686,0.14185937914351324,2017-18,2017-12-18T08:16:44.367,101109,"Raymond Felton"
101109_LeftBaseline11FT_2017-18,101109,LeftBaseline11FT,6,2,2,0.6666666666666666,0.9428090415820634,0.5171650935585362,0.30165523455209303,2017-18,2017-12-18T08:16:44.367,101109,"Raymond Felton"
101109_LeftBaseline18FT_2017-18,101109,LeftBaseline18FT,15,6,2,0.8,0.9797958971132713,0.7461300168557242,0.08265756937032731,2017-18,2017-12-18T08:16:44.367,101109,"Raymond Felton"
101109_LeftBaseline23FT_2017-18,101109,LeftBaseline23FT,4,2,2,1,1,1.1793596434007392,0.5078419304265019,2017-18,2017-12-18T08:16:44.367,101109,"Raymond Felton"
101109_LeftCorner_2017-18,101109,LeftCorner,34,10,3,0.8823529411764706,1.3669352986614411,1.1512869362572922,0.30148769567636746,2017-18,2017-12-18T08:16:44.367,101109,"Raymond Felton"
101109_LeftLong3_2017-18,101109,LeftLong3,15,2,3,0.4,1.019803902718557,0.6547780126849895,0.23323678990923905,2017-18,2017-12-18T08:16:44.367,101109,"Raymond Felton"
101109_RestrictedArea_2017-18,101109,RestrictedArea,236,136,2,1.152542372881356,0.9882969313297097,1.1457535580036002,0.07893534867563039,2017-18,2017-12-18T08:16:44.367,101109,"Raymond Felton"
101109_Right11FT_2017-18,101109,Right11FT,29,13,2,0.896551724137931,0.9946348346107556,0.7055184384195492,0.21882309893639978,2017-18,2017-12-18T08:16:44.367,101109,"Raymond Felton"
101109_Right18FT_2017-18,101109,Right18FT,47,21,2,0.8936170212765957,0.9943252294083337,0.8124866025528681,0.22564901636737575,2017-18,2017-12-18T08:16:44.367,101109,"Raymond Felton"
101109_Right23FT_2017-18,101109,Right23FT,46,19,2,0.8260869565217391,0.9847610132961846,0.8366366597062829,0.36865030843757046,2017-18,2017-12-18T08:16:44.367,101109,"Raymond Felton"
101109_Right27FT_2017-18,101109,Right27FT,126,42,3,1,1.4142135623730951,1.0413349784552752,0.28298896014470026,2017-18,2017-12-18T08:16:44.367,101109,"Raymond Felton"
101109_RightBaseline11FT_2017-18,101109,RightBaseline11FT,1,0,2,0,0,0.7307692307692307,0,2017-18,2017-12-18T08:16:44.367,101109,"Raymond Felton"
101109_RightBaseline18FT_2017-18,101109,RightBaseline18FT,7,1,2,0.2857142857142857,0.6998542122237652,0.7048355817462298,0.2937114403006195,2017-18,2017-12-18T08:16:44.367,101109,"Raymond Felton"
101109_RightBaseline23FT_2017-18,101109,RightBaseline23FT,1,1,2,2,0,0.8714859437751004,0,2017-18,2017-12-18T08:16:44.367,101109,"Raymond Felton"
101109_RightCorner_2017-18,101109,RightCorner,47,19,3,1.2127659574468086,1.4722420333622293,1.0918062398856072,0.2959184679584848,2017-18,2017-12-18T08:16:44.367,101109,"Raymond Felton"
101109_RightLong3_2017-18,101109,RightLong3,16,1,3,0.1875,0.7261843774138906,0.6519963787361917,0.2220244596796437,2017-18,2017-12-18T08:16:44.367,101109,"Raymond Felton"
101112_Left11FT_2017-18,101112,Left11FT,23,10,2,0.8695652173913043,0.9914568913905548,0.8823862118375795,0.24655789094373456,2017-18,2017-12-18T08:16:44.367,101112,"Channing Frye"
101112_Left18FT_2017-18,101112,Left18FT,29,13,2,0.896551724137931,0.9946348346107557,0.812738846637756,0.061400020292764354,2017-18,2017-12-18T08:16:44.367,101112,"Channing Frye"
101112_Left23FT_2017-18,101112,Left23FT,25,11,2,0.88,0.9927738916792685,0.823332025807805,0.08759728761367949,2017-18,2017-12-18T08:16:44.367,101112,"Channing Frye"
101112_Left27FT_2017-18,101112,Left27FT,74,33,3,1.337837837837838,1.4912087154932048,1.1406022188185574,0.10834272767067424,2017-18,2017-12-18T08:16:44.367,101112,"Channing Frye"
101112_LeftBaseline11FT_2017-18,101112,LeftBaseline11FT,1,0,2,0,0,0.8746666666666667,0,2017-18,2017-12-18T08:16:44.367,101112,"Channing Frye"
101112_LeftBaseline18FT_2017-18,101112,LeftBaseline18FT,11,6,2,1.0909090909090908,0.9958591954639383,0.7011262010241801,0.22205978991161693,2017-18,2017-12-18T08:16:44.367,101112,"Channing Frye"
101112_LeftBaseline23FT_2017-18,101112,LeftBaseline23FT,4,1,2,0.5,0.8660254037844386,0.9602849773809428,0.16089199929044404,2017-18,2017-12-18T08:16:44.367,101112,"Channing Frye"
101112_LeftCorner_2017-18,101112,LeftCorner,28,17,3,1.8214285714285714,1.4651565354832865,1.2748093611110545,0.18840853832301005,2017-18,2017-12-18T08:16:44.367,101112,"Channing Frye"
101112_LeftLong3_2017-18,101112,LeftLong3,24,9,3,1.125,1.4523687548277813,0.9352888711779809,0.24575395063705666,2017-18,2017-12-18T08:16:44.367,101112,"Channing Frye"
101112_RestrictedArea_2017-18,101112,RestrictedArea,200,143,2,1.43,0.902828887442134,1.290192632436787,0.09282756493957743,2017-18,2017-12-18T08:16:44.367,101112,"Channing Frye"
101112_Right11FT_2017-18,101112,Right11FT,20,9,2,0.9,0.9949874371066201,0.7731638059497522,0.1845526956264616,2017-18,2017-12-18T08:16:44.367,101112,"Channing Frye"
101112_Right18FT_2017-18,101112,Right18FT,23,12,2,1.0434782608695652,0.9990543733109616,0.7738042170956924,0.0843140564573988,2017-18,2017-12-18T08:16:44.367,101112,"Channing Frye"
101112_Right23FT_2017-18,101112,Right23FT,23,6,2,0.5217391304347826,0.8782178207271373,0.7864172268586518,0.06634654253734278,2017-18,2017-12-18T08:16:44.367,101112,"Channing Frye"
101112_Right27FT_2017-18,101112,Right27FT,75,25,3,1,1.4142135623730951,1.1403630662521629,0.14470123838043344,2017-18,2017-12-18T08:16:44.367,101112,"Channing Frye"
101112_RightBaseline11FT_2017-18,101112,RightBaseline11FT,4,2,2,1,1,0.9003926861403001,0.08298859169260644,2017-18,2017-12-18T08:16:44.367,101112,"Channing Frye"
101112_RightBaseline18FT_2017-18,101112,RightBaseline18FT,7,2,2,0.5714285714285714,0.9035079029052513,0.6874712677876701,0.06229313937969127,2017-18,2017-12-18T08:16:44.367,101112,"Channing Frye"
101112_RightBaseline23FT_2017-18,101112,RightBaseline23FT,4,1,2,0.5,0.8660254037844386,0.7968281718281719,0.05826772883359129,2017-18,2017-12-18T08:16:44.367,101112,"Channing Frye"
101112_RightCorner_2017-18,101112,RightCorner,25,10,3,1.2,1.469693845669907,1.196348696083411,0.2847632037074586,2017-18,2017-12-18T08:16:44.367,101112,"Channing Frye"
101112_RightLong3_2017-18,101112,RightLong3,18,4,3,0.6666666666666666,1.247219128924647,0.7832686309289424,0.2760139716674978,2017-18,2017-12-18T08:16:44.367,101112,"Channing Frye"
101127_Left11FT_2017-18,101127,Left11FT,73,37,2,1.0136986301369864,0.9999061693640912,0.8435076199142161,0.08184833882541424,2017-18,2017-12-18T08:16:44.367,101127,"Jarrett Jack"
101127_Left18FT_2017-18,101127,Left18FT,96,45,2,0.9375,0.998044963916957,0.8967916361535367,0.12436836519788973,2017-18,2017-12-18T08:16:44.367,101127,"Jarrett Jack"
101127_Left23FT_2017-18,101127,Left23FT,39,16,2,0.8205128205128205,0.983760312474404,0.7957899444849658,0.08653455350849622,2017-18,2017-12-18T08:16:44.367,101127,"Jarrett Jack"
101127_Left27FT_2017-18,101127,Left27FT,97,31,3,0.9587628865979382,1.3989504591214825,1.0827025465705564,0.12822457578280547,2017-18,2017-12-18T08:16:44.367,101127,"Jarrett Jack"
101127_LeftBaseline11FT_2017-18,101127,LeftBaseline11FT,18,8,2,0.8888888888888888,0.9938079899999066,0.7135328406584014,0.12745728047340402,2017-18,2017-12-18T08:16:44.367,101127,"Jarrett Jack"
101127_LeftBaseline18FT_2017-18,101127,LeftBaseline18FT,27,8,2,0.5925925925925926,0.9132465189583667,0.8421482519917582,0.0290306635093016,2017-18,2017-12-18T08:16:44.367,101127,"Jarrett Jack"
101127_LeftBaseline23FT_2017-18,101127,LeftBaseline23FT,5,3,2,1.2,0.9797958971132713,0.8690292397660819,0.27302455014029386,2017-18,2017-12-18T08:16:44.367,101127,"Jarrett Jack"
101127_LeftCorner_2017-18,101127,LeftCorner,44,26,3,1.7727272727272727,1.4749982490534501,1.1597015906373775,0.15867876152381954,2017-18,2017-12-18T08:16:44.367,101127,"Jarrett Jack"
101127_LeftLong3_2017-18,101127,LeftLong3,13,6,3,1.3846153846153846,1.4955555457864294,0.9016167586965511,0.25519815858066597,2017-18,2017-12-18T08:16:44.367,101127,"Jarrett Jack"
101127_RestrictedArea_2017-18,101127,RestrictedArea,386,248,2,1.2849740932642486,0.9585352190546873,1.2307532783982724,0.06477698824144143,2017-18,2017-12-18T08:16:44.367,101127,"Jarrett Jack"
101127_Right11FT_2017-18,101127,Right11FT,85,36,2,0.8470588235294118,0.9882352941176475,0.7725471893371588,0.09710225507147227,2017-18,2017-12-18T08:16:44.367,101127,"Jarrett Jack"
101127_Right18FT_2017-18,101127,Right18FT,107,47,2,0.8785046728971962,0.9925920035403172,0.8764818980174901,0.05503172428155159,2017-18,2017-12-18T08:16:44.367,101127,"Jarrett Jack"
101127_Right23FT_2017-18,101127,Right23FT,83,39,2,0.9397590361445783,0.9981838639618302,0.8039567296422566,0.041175694194840615,2017-18,2017-12-18T08:16:44.367,101127,"Jarrett Jack"
101127_Right27FT_2017-18,101127,Right27FT,120,47,3,1.175,1.4643684645607475,1.0826951330948982,0.10540304128074464,2017-18,2017-12-18T08:16:44.367,101127,"Jarrett Jack"
101127_RightBaseline11FT_2017-18,101127,RightBaseline11FT,18,10,2,1.1111111111111112,0.9938079899999066,0.8460907081427455,0.10099779980652696,2017-18,2017-12-18T08:16:44.367,101127,"Jarrett Jack"
101127_RightBaseline18FT_2017-18,101127,RightBaseline18FT,16,8,2,1,1,0.7755913021790037,0.061649950700383274,2017-18,2017-12-18T08:16:44.367,101127,"Jarrett Jack"
101127_RightBaseline23FT_2017-18,101127,RightBaseline23FT,5,1,2,0.4,0.8000000000000002,0.8245081397416623,0.03064242537288898,2017-18,2017-12-18T08:16:44.367,101127,"Jarrett Jack"
101127_RightCorner_2017-18,101127,RightCorner,25,7,3,0.84,1.3469966592386189,1.2443736446142828,0.1077581607781281,2017-18,2017-12-18T08:16:44.367,101127,"Jarrett Jack"
101127_RightLong3_2017-18,101127,RightLong3,29,7,3,0.7241379310344828,1.2837593426887095,0.5411257606490871,0.2207289891566839,2017-18,2017-12-18T08:16:44.367,101127,"Jarrett Jack"
101133_Left11FT_2017-18,101133,Left11FT,41,16,2,0.7804878048780488,0.975609756097561,0.8188950740548061,0.22177058226013716,2017-18,2017-12-18T08:16:44.367,101133,"Ian Mahinmi"
101133_Left18FT_2017-18,101133,Left18FT,63,23,2,0.7301587301587301,0.9629048182922606,0.7822349878869261,0.1380811651737617,2017-18,2017-12-18T08:16:44.367,101133,"Ian Mahinmi"
101133_Left23FT_2017-18,101133,Left23FT,31,16,2,1.032258064516129,0.9994795732148175,0.8026348071271697,0.16319211481076326,2017-18,2017-12-18T08:16:44.367,101133,"Ian Mahinmi"
101133_Left27FT_2017-18,101133,Left27FT,72,24,3,1,1.4142135623730951,1.105239104480203,0.12920637156464435,2017-18,2017-12-18T08:16:44.367,101133,"Ian Mahinmi"
101133_LeftBaseline11FT_2017-18,101133,LeftBaseline11FT,12,7,2,1.1666666666666667,0.9860132971832694,0.7670884670884671,0.3147848601670787,2017-18,2017-12-18T08:16:44.367,101133,"Ian Mahinmi"
101133_LeftBaseline18FT_2017-18,101133,LeftBaseline18FT,10,7,2,1.4,0.9165151389911681,0.7060545905707196,0.3533360781592482,2017-18,2017-12-18T08:16:44.367,101133,"Ian Mahinmi"
101133_LeftCorner_2017-18,101133,LeftCorner,21,6,3,0.8571428571428571,1.3552618543578767,0.8071573340560683,0.4695209042603501,2017-18,2017-12-18T08:16:44.367,101133,"Ian Mahinmi"
101133_LeftLong3_2017-18,101133,LeftLong3,17,4,3,0.7058823529411765,1.2725475089872904,0.9041506653181739,0.19122485673717066,2017-18,2017-12-18T08:16:44.367,101133,"Ian Mahinmi"
101133_RestrictedArea_2017-18,101133,RestrictedArea,194,114,2,1.175257731958763,0.9845225885619231,1.2232215887365843,0.09889431792297408,2017-18,2017-12-18T08:16:44.367,101133,"Ian Mahinmi"
101133_Right11FT_2017-18,101133,Right11FT,53,25,2,0.9433962264150944,0.9983967211564494,0.7761039865031654,0.0880899111276118,2017-18,2017-12-18T08:16:44.367,101133,"Ian Mahinmi"
101133_Right18FT_2017-18,101133,Right18FT,53,23,2,0.8679245283018868,0.9912396631368828,0.8702040601245333,0.08502858842272965,2017-18,2017-12-18T08:16:44.367,101133,"Ian Mahinmi"
101133_Right23FT_2017-18,101133,Right23FT,30,11,2,0.7333333333333333,0.963788819653397,0.7389913586477882,0.06477605346340473,2017-18,2017-12-18T08:16:44.367,101133,"Ian Mahinmi"
101133_Right27FT_2017-18,101133,Right27FT,78,33,3,1.2692307692307692,1.4821422206152077,1.1687528232427777,0.11566280848213827,2017-18,2017-12-18T08:16:44.367,101133,"Ian Mahinmi"
101133_RightBaseline11FT_2017-18,101133,RightBaseline11FT,7,2,2,0.5714285714285714,0.9035079029052513,0.7367166914881429,0.21051292253503573,2017-18,2017-12-18T08:16:44.367,101133,"Ian Mahinmi"
101133_RightBaseline18FT_2017-18,101133,RightBaseline18FT,15,9,2,1.2,0.9797958971132713,0.8240321703006985,0.07872690577657122,2017-18,2017-12-18T08:16:44.367,101133,"Ian Mahinmi"
101133_RightBaseline23FT_2017-18,101133,RightBaseline23FT,1,0,2,0,0,0.92,0,2017-18,2017-12-18T08:16:44.367,101133,"Ian Mahinmi"
101133_RightCorner_2017-18,101133,RightCorner,24,8,3,1,1.4142135623730951,1.07622447066673,0.29612380196145405,2017-18,2017-12-18T08:16:44.367,101133,"Ian Mahinmi"
101133_RightLong3_2017-18,101133,RightLong3,14,5,3,1.0714285714285714,1.4374722712498647,0.7623171125316663,0.32108733754743357,2017-18,2017-12-18T08:16:44.367,101133,"Ian Mahinmi"
101139_Left11FT_2017-18,101139,Left11FT,35,10,2,0.5714285714285714,0.9035079029052514,0.7742716737610678,0.24435958775359207,2017-18,2017-12-18T08:16:44.367,101139,"CJ Miles"
101139_Left18FT_2017-18,101139,Left18FT,30,14,2,0.9333333333333333,0.9977753031397177,0.80204714325508,0.17245977224327091,2017-18,2017-12-18T08:16:44.367,101139,"CJ Miles"
101139_Left23FT_2017-18,101139,Left23FT,17,8,2,0.9411764705882353,0.9982683969692436,0.6843702416611719,0.17761604267030714,2017-18,2017-12-18T08:16:44.367,101139,"CJ Miles"
101139_Left27FT_2017-18,101139,Left27FT,102,29,3,0.8529411764705882,1.3532608318032173,0.9989346849776595,0.21032270374475556,2017-18,2017-12-18T08:16:44.367,101139,"CJ Miles"
101139_LeftBaseline11FT_2017-18,101139,LeftBaseline11FT,10,5,2,1,1,0.6463717441978312,0.29823738442823466,2017-18,2017-12-18T08:16:44.367,101139,"CJ Miles"
101139_LeftBaseline18FT_2017-18,101139,LeftBaseline18FT,7,4,2,1.1428571428571428,0.989743318610787,0.8358535018205183,0.08580621227803309,2017-18,2017-12-18T08:16:44.367,101139,"CJ Miles"
101139_LeftBaseline23FT_2017-18,101139,LeftBaseline23FT,3,2,2,1.3333333333333333,0.9428090415820634,0.5741626794258373,0.4059943241262474,2017-18,2017-12-18T08:16:44.367,101139,"CJ Miles"
101139_LeftCorner_2017-18,101139,LeftCorner,44,8,3,0.5454545454545454,1.157083823759805,0.9553891269397113,0.3564891207261752,2017-18,2017-12-18T08:16:44.367,101139,"CJ Miles"
101139_LeftLong3_2017-18,101139,LeftLong3,28,13,3,1.3928571428571428,1.4961685761181007,0.9425028533807164,0.4675831519731818,2017-18,2017-12-18T08:16:44.367,101139,"CJ Miles"
101139_RestrictedArea_2017-18,101139,RestrictedArea,278,168,2,1.20863309352518,0.9779939837678544,1.23574863856132,0.1289080766884368,2017-18,2017-12-18T08:16:44.367,101139,"CJ Miles"
101139_Right11FT_2017-18,101139,Right11FT,41,15,2,0.7317073170731707,0.963337446738122,0.7942328852877656,0.19096568378580842,2017-18,2017-12-18T08:16:44.367,101139,"CJ Miles"
101139_Right18FT_2017-18,101139,Right18FT,26,12,2,0.9230769230769231,0.9970370305242863,0.7562541005294373,0.1893917510241844,2017-18,2017-12-18T08:16:44.367,101139,"CJ Miles"
