primaryKey,teamId,bin,attempts,made,value,pointsAvg,pointsStDev,expectedPointsAvg,expectedPointsStDev,season,dt,primaryKey,teamId,teamName,teamAbbreviation,teamCity,season
1610612751_Total_2015-16,1610612751,Total,6971,3342,2,1.0698608521015636,1.1524815438611586,1.026787185258558,0.2402408650241306,2015-16,2017-11-19T01:36:33.193,1610612751_2017-18,1610612751,Nets,BKN,Brooklyn,2017-18
1610612751_Total_2016-17,1610612751,Total,7443,3411,3,1.0257960499798469,1.1519657161589734,1.0015817979932264,0.25764322072225226,2016-17,2017-11-19T00:45:25.28,1610612751_2017-18,1610612751,Nets,BKN,Brooklyn,2017-18
1610612751_Total_2017-18,1610612751,Total,1054,482,3,1.0180265654648957,1.1445181179231882,0.9865609287287647,0.30236402585993255,2017-18,2017-11-19T00:45:39.084,1610612751_2017-18,1610612751,Nets,BKN,Brooklyn,2017-18
1610612752_Total_2013-14,1610612752,Total,6397,2933,2,1.0282945130529937,1.1546020696377246,1.0122663614505174,0.23937345880105587,2013-14,2017-11-19T01:37:07.452,1610612752_2017-18,1610612752,Knicks,NYK,"New York",2017-18
1610612752_Total_2014-15,1610612752,Total,6588,3029,2,1.0245901639344261,1.1465224467594501,1.010234455552245,0.2396810801884815,2014-15,2017-11-19T01:36:58.011,1610612752_2017-18,1610612752,Knicks,NYK,"New York",2017-18
1610612752_Total_2015-16,1610612752,Total,7033,3113,2,0.9741219963031423,1.1251358325711818,1.012204598402259,0.2390674544781574,2015-16,2017-11-19T01:36:33.193,1610612752_2017-18,1610612752,Knicks,NYK,"New York",2017-18
1610612752_Total_2016-17,1610612752,Total,7153,3257,3,1.0233468474765832,1.156501149129042,1.0336855666617573,0.24662244199169073,2016-17,2017-11-19T00:45:25.28,1610612752_2017-18,1610612752,Knicks,NYK,"New York",2017-18
1610612752_Total_2017-18,1610612752,Total,932,414,2,1.0396995708154506,1.2051085449125662,1.0387272224602861,0.3088533064812386,2017-18,2017-11-19T00:45:39.084,1610612752_2017-18,1610612752,Knicks,NYK,"New York",2017-18
1610612753_Total_2013-14,1610612753,Total,6859,3126,3,1.007581280069981,1.1349788371151428,0.9862432667385419,0.24105603324482544,2013-14,2017-11-19T01:37:07.452,1610612753_2017-18,1610612753,Magic,ORL,Orlando,2017-18
1610612753_Total_2014-15,1610612753,Total,6714,3110,3,1.0278522490318738,1.1417152869520104,0.9924740996264994,0.2369615007360548,2014-15,2017-11-19T01:36:58.011,1610612753_2017-18,1610612753,Magic,ORL,Orlando,2017-18
1610612753_Total_2015-16,1610612753,Total,6848,3150,2,1.0268691588785046,1.1488932145307218,1.02019811997805,0.24209851830890178,2015-16,2017-11-19T01:36:33.193,1610612753_2017-18,1610612753,Magic,ORL,Orlando,2017-18
1610612753_Total_2016-17,1610612753,Total,7053,3293,2,1.0452289805756416,1.1542444100434814,1.007821804387172,0.25866052176505194,2016-17,2017-11-19T00:45:25.28,1610612753_2017-18,1610612753,Magic,ORL,Orlando,2017-18
1610612753_Total_2017-18,1610612753,Total,1062,478,2,0.9896421845574388,1.1261679704112377,0.9975234345888716,0.3045919382903842,2017-18,2017-11-19T00:45:39.084,1610612753_2017-18,1610612753,Magic,ORL,Orlando,2017-18
1610612754_Total_2013-14,1610612754,Total,6782,2848,2,0.9190504276024771,1.1094988577008755,0.9722869631258038,0.24102226595987197,2013-14,2017-11-19T01:37:07.452,1610612754_2017-18,1610612754,Pacers,IND,Indiana,2017-18
1610612754_Total_2014-15,1610612754,Total,6778,2947,2,0.9567719091177338,1.1223693329949935,0.9812105729544152,0.23839427038284725,2014-15,2017-11-19T01:36:58.011,1610612754_2017-18,1610612754,Pacers,IND,Indiana,2017-18
1610612754_Total_2015-16,1610612754,Total,6944,3059,3,0.9779665898617511,1.1359001439971044,1.0093775684054553,0.23534342776419914,2015-16,2017-11-19T01:36:33.193,1610612754_2017-18,1610612754,Pacers,IND,Indiana,2017-18
1610612754_Total_2016-17,1610612754,Total,6920,3118,3,1.023121387283237,1.1684867800738072,1.012803518033229,0.26379573580368204,2016-17,2017-11-19T00:45:25.28,1610612754_2017-18,1610612754,Pacers,IND,Indiana,2017-18
1610612754_Total_2017-18,1610612754,Total,1158,551,3,1.0630397236614852,1.1533528880756272,1.0073577431493133,0.300166537590147,2017-18,2017-11-19T00:45:39.084,1610612754_2017-18,1610612754,Pacers,IND,Indiana,2017-18
1610612755_Total_2013-14,1610612755,Total,6970,3282,2,1.0474892395982784,1.1467176700815154,1.0113972186171638,0.24129584688777428,2013-14,2017-11-19T01:37:07.452,1610612755_2017-18,1610612755,76ers,PHI,Philadelphia,2017-18
1610612755_Total_2014-15,1610612755,Total,6784,3045,2,0.9946933962264151,1.1362000763691995,1.0167414848327554,0.2382217644477616,2014-15,2017-11-19T01:36:58.011,1610612755_2017-18,1610612755,76ers,PHI,Philadelphia,2017-18
1610612755_Total_2015-16,1610612755,Total,6995,3249,2,1.0198713366690493,1.1279944111539018,1.0016005746166965,0.24063594540880154,2015-16,2017-11-19T01:36:33.193,1610612755_2017-18,1610612755,76ers,PHI,Philadelphia,2017-18
1610612755_Total_2016-17,1610612755,Total,7027,3239,3,1.0249039419382382,1.143885173515861,1.0095131642747917,0.25215330649285256,2016-17,2017-11-19T00:45:25.28,1610612755_2017-18,1610612755,76ers,PHI,Philadelphia,2017-18
1610612755_Total_2017-18,1610612755,Total,969,415,3,0.9762641898864809,1.1655769979942212,0.9825012076828575,0.3303280859908175,2017-18,2017-11-19T00:45:39.084,1610612755_2017-18,1610612755,76ers,PHI,Philadelphia,2017-18
1610612756_Total_2013-14,1610612756,Total,6838,3118,2,0.9932728868090085,1.1152962476029515,1.0030254395293732,0.2326667135540084,2013-14,2017-11-19T01:37:07.452,1610612756_2017-18,1610612756,Suns,PHX,Phoenix,2017-18
1610612756_Total_2014-15,1610612756,Total,6875,3102,2,0.993890909090909,1.1289089450797365,1.0060076084486158,0.2328934968834183,2014-15,2017-11-19T01:36:58.011,1610612756_2017-18,1610612756,Suns,PHX,Phoenix,2017-18
1610612756_Total_2015-16,1610612756,Total,6864,3206,2,1.0463286713286712,1.1551589136354619,1.0137051648303659,0.24419570590524103,2015-16,2017-11-19T01:36:33.193,1610612756_2017-18,1610612756,Suns,PHX,Phoenix,2017-18
1610612756_Total_2016-17,1610612756,Total,7065,3298,2,1.0502476999292285,1.1607622545290448,1.0155315408927157,0.25399213923368696,2016-17,2017-11-19T00:45:25.28,1610612756_2017-18,1610612756,Suns,PHX,Phoenix,2017-18
1610612756_Total_2017-18,1610612756,Total,1157,548,2,1.0639585133967155,1.1601519399526161,1.006108863747454,0.3230715102971628,2017-18,2017-11-19T00:45:39.084,1610612756_2017-18,1610612756,Suns,PHX,Phoenix,2017-18
1610612757_Total_2013-14,1610612757,Total,7192,3243,2,0.9760845383759733,1.1055204873337368,0.9942416462665595,0.23361029656463728,2013-14,2017-11-19T01:37:07.452,1610612757_2017-18,1610612757,"Trail Blazers",POR,Portland,2017-18
