,playerName,3Pt O,3Pt D
0,Vince Carter,2.8316085178426187,-1.7349771399590674
1,Dirk Nowitzki,0.4065197931712218,-1.4801371373745613
2,Jason Terry,1.0282345381005054,0.19092733471133405
3,Manu Ginobili,1.7604530251451607,0.09140344698238873
4,Jamal Crawford,1.4628828789165982,0.30180586732430326
5,Tyson Chandler,-0.28416813333684204,-0.8959604762517002
6,Pau Gasol,-0.7386609498008716,-0.3446693765025523
7,Joe Johnson,0.13101781605458082,-1.8640370374023831
8,Richard Jefferson,-0.13879735783393254,-0.012750525099066448
9,Zach Randolph,-1.7574278129126923,0.07849901812110599
10,Tony Parker,-2.5160296251274343,2.921203600381712
11,Nene,-0.9823248783010954,-0.3255068033683846
12,LeBron James,1.929190022424295,-1.1749695727834721
13,Carmelo Anthony,-1.808154839127306,0.35491706811560625
14,Dwyane Wade,-2.221673285447119,-1.6270400043002722
15,David West,-7.0058636007695165,3.4662722963479906
16,Zaza Pachulia,-1.812609712874105,0.12135809614445892
17,Kyle Korver,3.856712200630967,-0.9512908134648146
18,Dwight Howard,-1.0731667736571209,1.7131221223433937
19,Shaun Livingston,-3.3690157267893386,0.9912154369558706
20,Devin Harris,1.5622429944300764,0.5696820509515855
21,Andre Iguodala,0.23107426526023056,0.29642715096296707
22,Al Jefferson,-2.3120055640446204,0.9127434610994211
23,JR Smith,2.6506084428734726,-1.5581572877807586
24,Jameer Nelson,2.7137800237036154,-0.39243740032490204
25,Tony Allen,-0.709737559554573,-2.506438514129499
26,Trevor Ariza,3.701028224958699,0.4593856816136926
27,Damien Wilkins,0.12130121183000578,1.0450978332702505
28,Andrew Bogut,-1.6257073001212088,-0.014028626290374376
29,Marvin Williams,-0.7921194699880981,-2.2027444133808367
30,Chris Paul,2.7595345133341778,-1.229792880251233
31,Raymond Felton,1.8187477081970644,0.12542457751268218
32,Channing Frye,2.1481471111259745,-0.311736961726087
33,Gerald Green,1.455189405761363,-0.6216181790291464
34,Jarrett Jack,-1.431267761014836,0.9115015213877097
35,Ian Mahinmi,-2.0175835497695656,0.9180648320326152
36,CJ Miles,3.1704305098847096,0.8408917839882801
37,Ersan Ilyasova,0.31969611952030313,2.2194781747774073
38,Lou Williams,1.9351122228506863,1.6411997545086647
39,Amir Johnson,-3.7415684648028873,1.4268238266426478
40,Marcin Gortat,-0.6237814983821973,-0.42952097608039885
41,Jose Calderon,0.05296616853333819,1.384236978204669
42,LaMarcus Aldridge,-2.0916113816632778,0.6360341239452483
43,Rudy Gay,-2.5509373894447878,0.29392058438415636
44,JJ Redick,0.8407026940163219,-0.07342446521793809
45,Thabo Sefolosha,0.5453318146646858,-1.3958813987958523
46,Rajon Rondo,1.8580275541110354,0.6742189969811687
47,Kyle Lowry,2.814088990013144,-0.8675264742530667
48,PJ Tucker,3.115682637110456,-1.2103219617184917
49,Paul Millsap,0.7240784638623232,0.8030289323478967
50,J.J. Barea,-1.7037765428322913,0.6166493225797525
51,Kevin Durant,-0.041438860769811806,0.19761776915103718
52,Al Horford,2.3021136758459546,0.7423620407638905
53,Mike Conley,3.6136305533992394,0.4849884218525878
54,Jeff Green,-3.3188117739276044,-0.16455364884677795
55,Corey Brewer,-2.8251756131942227,-1.2812117346345742
56,Brandan Wright,-2.327511115419884,1.3945172745509709
57,Thaddeus Young,0.8058630954855595,-2.6368271557182466
58,Nick Young,2.0582103140947434,-0.5181776379396039
59,Marco Belinelli,2.8360055407028626,1.272486891735527
60,Jason Smith,-0.6846981202609967,-1.1718505215532053
61,Jared Dudley,1.1215553439053387,-0.4563014913065724
62,Wilson Chandler,-0.0062286657663498,-2.4010189391201036
63,Aaron Brooks,-0.4159085926536163,0.4880084925053255
64,Arron Afflalo,0.2169561743939837,1.4075343893375039
65,Marc Gasol,1.0088733754102808,-0.7859620465822171
66,Ramon Sessions,-1.370923218619836,-1.067664064952039
67,Anthony Tolliver,1.7602710038834506,-0.9168657059646991
68,Michael Beasley,-3.183730556863663,1.1371934040545686
69,Derrick Rose,-3.592552298220973,2.451455404524836
70,Russell Westbrook,-0.40117218486164097,-1.1913924865608092
71,Kevin Love,3.2794024194834397,0.6612791083361851
72,Danilo Gallinari,0.48306747644842846,-1.4747457809755757
73,Eric Gordon,4.93035724220322,-0.7935697000469158
74,D.J. Augustin,1.5555762006818685,1.4510237688573147
75,Brook Lopez,2.7624591659276367,-3.01177163445454
76,Jerryd Bayless,2.0246604127071697,-0.657649303012811
77,Robin Lopez,-3.131184039240537,1.2485950537886579
78,Marreese Speights,4.940389122107053,0.4531527990436519
79,JaVale McGee,0.12614749752811877,0.40586641898435716
80,Ryan Anderson,6.450756789085071,2.041052210091705
81,Courtney Lee,-2.916834502093177,-0.2064079989648824
82,Kosta Koufos,-1.234896527354491,1.3395978229504988
83,Serge Ibaka,-1.2785450506330682,0.41137024272131356
84,Nicolas Batum,-0.8071583206595042,1.0522701779823462
85,George Hill,-0.7168774018129137,1.081944459292379
86,Mario Chalmers,-1.2674552717028345,0.4430183513764214
87,DeAndre Jordan,-1.277039056023894,-1.6629425482457214
88,Omer Asik,0.01201672702353611,0.12190991551737292
89,Luc Mbah a Moute,3.151920736111903,-1.5551848623137805
90,Goran Dragic,-2.0437332954122516,2.266877447078484
91,Bobby Brown,3.0426449339464163,-0.9926471255408181
92,Blake Griffin,0.36308415758219503,2.117310333367976
93,James Harden,3.9163988094324,-1.918233803191539
94,Tyreke Evans,4.096989575458745,-2.7708691964049823
95,Ricky Rubio,0.239651085307639,0.5461228514129158
96,Stephen Curry,4.134400295309707,3.150037724631032
97,DeMar DeRozan,-3.2211989243754164,0.9968818214040209
98,James Johnson,2.7819308526547073,-2.49460836741036
99,Jrue Holiday,-2.822199221059255,-1.744603145764388
100,Jeff Teague,-1.571615139033108,-0.42493109968677073
101,Darren Collison,-2.8866745222842387,-0.6999232215004347
102,Omri Casspi,0.7213173370319802,0.4239752756097448
103,Taj Gibson,-3.0370367960898927,0.34565240712318207
104,DeMarre Carroll,2.8549214879982254,0.5447652746638727
105,Wayne Ellington,2.3882749608768425,1.9136919138732096
106,Dante Cunningham,1.1400027328191336,3.364019001932365
107,Jonas Jerebko,-0.03776616068992756,2.7534771179031567
108,Jodie Meeks,-1.2920299028519329,1.001585266636671
109,Patrick Beverley,2.616394832700044,-0.817374580884858
110,Danny Green,-0.825415493139338,-0.5018334027029447
111,Patty Mills,2.524156110824747,-0.9686107256402112
112,Garrett Temple,0.05722425715680289,-3.385044057543651
113,Wesley Matthews,0.8279470818733881,-0.1564267698859267
114,John Wall,-0.8761354096887393,2.4626481201937285
115,Evan Turner,-2.0107392585503674,1.1850499363622211
116,Derrick Favors,-2.7291956514986406,-0.06388579710575484
117,Wesley Johnson,-0.12651628753652736,-1.4159173539155956
118,DeMarcus Cousins,1.2214167781947847,-1.0364149845486244
119,Ekpe Udoh,1.1444407721802405,1.5746272228802403
120,Greg Monroe,-0.18126648220065117,2.286832110542385
121,Al-Farouq Aminu,2.008561512446685,0.5710889805193619
122,Paul George,2.791916360166224,-1.845488234544129
123,Ed Davis,-1.1771138095856248,0.8418893159454491
124,Patrick Patterson,1.1146387975920053,0.2105380796334449
125,Luke Babbitt,2.0123841327049456,-0.8406376998967262
126,Eric Bledsoe,-0.6954423836400753,-0.20899792131352019
127,Avery Bradley,-2.082909748904653,0.08559658300889106
128,Trevor Booker,1.131136554169169,-1.620549010830007
129,Quincy Pondexter,-1.136007266255701,-0.5355874623310677
130,Hassan Whiteside,-3.3738152631662275,0.16904574957026966
131,Nemanja Bjelica,-0.14065390730377325,-0.6018826435623434
132,Lance Stephenson,-1.5071267704085785,0.5943747100677518
133,Timofey Mozgov,0.5667929417463633,1.1581385110841007
134,Ish Smith,-1.4809627732054076,0.6812929546170212
135,Lance Thomas,-2.550726965624102,-1.5320549607525906
136,Kyrie Irving,-0.05287471840831492,0.5527113252007643
137,Enes Kanter,-1.5464485554062097,-0.5311232230457765
138,Tristan Thompson,-1.6707338102003193,-1.8859647381932982
139,Jonas Valanciunas,-1.1326374590830735,0.6498780892307293
140,Bismack Biyombo,-3.574913531171434,0.09304660594672147
141,Kemba Walker,1.5710714746071974,0.1202272944988496
142,Klay Thompson,1.6778196848837374,0.42133753841444355
143,Alec Burks,-2.5664390706878923,0.7730262030157155
144,Markieff Morris,-0.7351985085071331,-1.1258258808442696
145,Marcus Morris,-0.027509383917606996,1.5372449485893285
146,Kawhi Leonard,0.5903517595907994,-1.3259861329137688
147,Nikola Vucevic,0.35169257642992147,-0.7258460548013157
148,Iman Shumpert,-0.03472923705279475,-0.019085560212920648
149,Tobias Harris,-0.7858968877101313,-1.7513365403053525
150,Kenneth Faried,-0.8400794510070899,0.8855701423970117
151,Nikola Mirotic,2.6344148242488705,-0.449381662372367
152,Reggie Jackson,0.5772976703028078,0.550029902745146
153,Cory Joseph,-1.6083294063561855,-2.314760968825984
154,Jimmy Butler,0.5756946885786746,-0.4575510762196545
155,Bojan Bogdanovic,1.5476408495267953,2.50314809073785
156,Shelvin Mack,-0.5493024738219529,0.7024730400731972
157,Chandler Parsons,3.1451451093272467,2.398503142243493
158,Jon Leuer,-0.8259134426765159,0.3274681162865228
159,Davis Bertans,0.552197877551611,0.4822241229628725
160,DeAndre Liggins,-1.509456938919408,1.9257289507778825
161,ETwaun Moore,0.37970730376164336,-1.0961173465885112
162,Isaiah Thomas,0.6652401479994676,0.18392404760192388
163,Dwight Buycks,-0.8716764119840442,-0.38690036674975564
164,Anthony Davis,-3.5787241730865134,-1.2605255869883185
165,Michael Kidd-Gilchrist,-2.0058263467364728,-4.136620094344173
166,Bradley Beal,-1.2194406285815622,-0.4340660330814983
167,Dion Waiters,1.278084637638249,0.9134832841640498
168,Damian Lillard,0.5262364761248811,-2.366192026092622
169,Terrence Ross,2.424056477398927,2.1327134149563642
170,Andre Drummond,-0.333493296501928,0.3432590589574309
171,Harrison Barnes,1.8969382025951962,0.07887364091254569
172,Austin Rivers,2.293843050357818,-1.321018579476898
173,Meyers Leonard,2.186485496827741,-1.6103526920153979
174,Jeremy Lamb,-2.076978671332647,-2.0233734181541645
175,John Henson,-3.3324071820842383,0.32770828064901997
176,Maurice Harkless,-0.9426748680569446,-0.03075709089706824
177,Tyler Zeller,-1.3015450783279252,3.0701365262648346
178,Evan Fournier,1.5882533241650416,-1.2336645829501387
179,Miles Plumlee,-1.5156645758535099,-1.7573121572090757
180,Tomas Satoransky,0.9206078749093837,-0.8873752781719051
181,Jae Crowder,0.20630739187044198,-1.7800551002386111
182,Draymond Green,0.9170446257299817,-1.2676009731139153
183,Quincy Acy,7.471745269451846,-0.8250649444175253
184,Khris Middleton,0.23999292428611196,-0.04292889234018666
185,Will Barton,0.6855894920316007,1.0399870947527645
186,Mike Scott,2.0041345338287946,-1.54191667975054
187,Darius Miller,4.898878509089567,0.08011070641605196
188,Kyle OQuinn,-2.344071534569657,-1.620749389711006
189,Mirza Teletovic,1.9839786830113308,-0.1571659400224771
190,Kent Bazemore,0.3304508922284137,0.29067907626685646
191,Willie Reed,-3.0863707673776393,1.5953525162947986
192,Justin Holiday,1.5302038545291337,-2.0305996395991004
193,JaMychal Green,-0.39843939409617873,-0.995355025203017
194,Aron Baynes,-1.1883732046462705,0.821014413712833
195,Nerlens Noel,-0.5690457411878612,1.433348826767416
196,Alex Len,-2.6118203904253674,-1.2738376953775108
197,Allen Crabbe,2.453639434574814,2.331753315909576
198,Andre Roberson,-0.7566953918705469,-1.1731115270833663
199,Ben McLemore,-1.4219967695463456,1.341305836598328
200,Brandon Paul,-0.5282148202463323,-1.2189839090759058
201,CJ McCollum,-0.07299071358924683,2.959055534225232
202,Cody Zeller,-0.9388708906693678,-0.7111394330904511
203,Dennis Schroder,-1.2527272167267187,-1.4859441752177602
204,Dewayne Dedmon,-0.39380916440681674,-1.0833601991187487
205,Gorgui Dieng,-1.758714742036022,-1.8189207344955292
206,Isaiah Canaan,3.213374569650444,0.33812857767870214
207,Kelly Olynyk,3.66151489736213,-0.8264599125333656
208,Kentavious Caldwell-Pope,0.28856819665646277,1.7932204647422079
209,Lorenzo Brown,1.5175625632913887,1.5508951280185572
210,Mason Plumlee,-1.2966289819832797,1.0183448887938196
211,Michael Carter-Williams,-2.754543929019222,0.2722740737063738
212,Mike Muscala,-1.4023116924653232,0.41812943876151965
213,Otto Porter Jr.,-1.13861420644156,-0.3509731283722121
214,Reggie Bullock,-1.7716168140505408,0.32991893670951106
215,Robert Covington,1.11253136097066,-1.0580862501282042
216,Rudy Gobert,-1.0750826787716132,1.5855447940201026
217,Shabazz Muhammad,-3.1988223375613143,1.5854718197476652
218,Shane Larkin,-0.12437599241595419,1.4812294868986957
219,Steven Adams,-3.4507720272976914,-3.5692383369573504
220,Tim Hardaway Jr.,1.6817810416357644,-2.633484740446624
221,Tony Snell,-0.3993089021503654,0.018238071593255956
222,Trey Burke,-1.6654631629451626,0.26368242137813186
223,Victor Oladipo,-1.5159622712042757,-1.6115287334457509
224,Giannis Antetokounmpo,-0.49080174259020315,-1.4541876709464392
225,Lucas Nogueira,3.461974336434682,-0.9828616473773137
226,James Ennis III,-2.149196324016079,0.4561468259013709
227,Alex Abrines,2.4537849914329932,-1.9040785463318923
228,Matthew Dellavedova,1.3095882973846709,2.2529984347300918
229,Raul Neto,0.2520273656276752,-1.661440253600292
230,Joffrey Lauvergne,-2.4886560312771553,2.4157933518141896
231,Ian Clark,0.8032838913691983,1.3025632329979024
232,Troy Daniels,5.125669031176198,-0.36424072811890473
233,Jonathon Simmons,-0.0897716428158375,-0.11553601529649285
234,C.J. Williams,-0.2212305310374686,-0.5870021625256177
235,Shabazz Napier,-1.3926166156476802,-0.21773749736246992
236,Zach LaVine,-0.0358532127664699,1.3082169904086165
237,Tyler Ennis,-1.6158234844451516,-0.7394454383354229
238,Elfrid Payton,-1.2432015699914527,1.7377484007193902
239,Jordan Clarkson,-1.2784612136096276,-1.6298212813322888
240,Gary Harris,1.547907855953012,0.9007674308080348
241,Spencer Dinwiddie,2.551019819517611,2.597920723386129
242,Nik Stauskas,-1.2392595601935483,1.320975813753266
243,Rodney Hood,1.7712407634218503,1.529587644021095
244,Khem Birch,-1.1742324372440205,-1.1667072211732346
245,Jerami Grant,1.444662868215885,1.1462730437817519
246,Joe Harris,1.7959416815976812,0.7835286467349605
247,Doug McDermott,0.33135505566599494,0.823072005757746
248,Sean Kilpatrick,0.7689403043187673,-1.8995905725607993
249,Aaron Gordon,0.5688355204189585,1.7525056418767482
250,TJ Warren,-4.9152708336934685,0.9974910448811173
251,Marcus Smart,3.4989575146454497,-1.0246561556174354
252,Kyle Anderson,-3.3908278885224274,2.265858628648313
253,Dwight Powell,1.381319242085912,-0.3958144267916903
254,Noah Vonleh,-4.554396752189147,0.2500182786328793
255,Julius Randle,-2.361489469438477,0.12398892560193196
256,Johnny OBryant III,-2.069858263684558,0.829011941837796
257,Andrew Wiggins,-4.562575390462482,-2.2161355817298487
258,Joel Embiid,0.4459529280465269,0.42593096627721166
259,JaKarr Sampson,0.6633671055359024,-0.3086208378581821
260,Eric Moreland,1.22173865012395,0.20393935662215587
261,Josh Huestis,1.2798832493294012,-2.0698429564573066
262,Jamil Wilson,5.115008934661554,0.05735193885305896
263,Dario Saric,1.829708385733495,-1.5726605159943599
264,Clint Capela,-1.043655747415882,2.2081232855343846
265,Bogdan Bogdanovic,-0.9440579667759578,0.4490820726580336
266,Jusuf Nurkic,-1.7911904189490881,1.3295730467160871
267,Nikola Jokic,-0.5962045862927454,-0.8492130172782121
268,Kristaps Porzingis,-1.6559841606451333,-0.7936632791834779
269,Tyler Johnson,2.2930146375569476,0.4767082696513622
270,Tim Frazier,0.7411042587901384,-1.4294958892117882
271,Tarik Black,2.8135932836864925,-2.7649644208160447
272,Langston Galloway,4.301487856452329,1.0984192826942367
273,Joe Ingles,3.4102291095785553,0.8687982400514016
274,T.J. McConnell,0.08827520968433285,0.9621294100540716
275,Jahlil Okafor,-2.361424939580399,0.9189394812760937
276,Emmanuel Mudiay,-0.23560646424281967,0.49593181175515183
277,Tyus Jones,0.5361809182630185,0.28036064182393694
278,Justin Anderson,0.23107613857827825,-2.5557821475584612
279,Montrezl Harrell,-2.3228908838258038,1.0027170872269702
280,Andrew Harrison,1.3410656471141644,-1.7920517157870546
281,Delon Wright,0.8639713528455326,0.6064810177009738
282,Sam Dekker,-0.11660716446676733,0.6641958668979783
283,DAngelo Russell,0.7338560952725995,1.496328795847934
284,Karl-Anthony Towns,-0.26910247280425237,0.016208276105871226
285,Richaun Holmes,0.3294292715071649,-1.9286314462637877
286,Justise Winslow,1.2128979921880723,-1.1139442411019045
287,Willie Cauley-Stein,-4.422708072533328,-2.396815290736457
288,Kelly Oubre Jr.,-0.5395923725170234,-1.0368458464447357
289,Frank Kaminsky,2.270165286041185,-1.2142313796111988
290,Devin Booker,-2.1191598338705036,-0.9042657755690242
291,Myles Turner,1.3563080021188803,1.3134091871559437
292,Trey Lyles,3.636591327595042,-0.16356737091033371
293,Stanley Johnson,-0.38813001129441627,-2.0694118137096313
294,Jerian Grant,0.7666709454468359,-1.1491755776684072
295,Bobby Portis,0.5776356031058673,-2.25169918774956
296,Kevon Looney,0.6766418213459662,-1.5172975581940549
297,Rashad Vaughn,-1.4986327720274575,1.197934172029647
298,Jordan Mickey,-2.126766727723461,-0.392237546224912
299,Dakari Johnson,-1.360872190284369,-2.314682072886306
