primaryKey,season,dt,playerId,playerName,teamId,player1Id,player2Id,player3Id,player4Id,player5Id,player1Name,player2Name,player3Name,player4Name,player5Name,points,assists,rebounds,fouls,foulsDrawn,turnovers,steals,blocks,fieldGoalAttempts,fieldGoals,assistedFieldGoals,threePtAttempts,threePtMade,assisted3PtMade,freeThrowAttempts,freeThrowsMade,possessions,seconds
1626185_203463_1626185_1627738_1628415_1628424_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,203463,1626185,1627738,1628415,1628424,"Ben McLemore","Jarell Martin","Deyonta Davis","Dillon Brooks","Kobi Simmons",2,1,1,0,2,0,0,0,2,0,0,0,0,0,2,2,5,65
1626185_203463_1626185_1627738_1628415_1628504_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,203463,1626185,1627738,1628415,1628504,"Ben McLemore","Jarell Martin","Deyonta Davis","Dillon Brooks","Xavier Rathan-Mayes",2,0,2,2,0,2,0,0,4,1,0,0,0,0,0,0,9,124
1626185_203463_1626185_1627744_1627988_1628424_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,203463,1626185,1627744,1627988,1628424,"Ben McLemore","Jarell Martin","Brice Johnson","Myke Henry","Kobi Simmons",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16
1626185_203463_1626185_1627744_1628415_1628424_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,203463,1626185,1627744,1628415,1628424,"Ben McLemore","Jarell Martin","Brice Johnson","Dillon Brooks","Kobi Simmons",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,14
1626185_203463_203516_1626150_1626185_1627738_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,203463,203516,1626150,1626185,1627738,"Ben McLemore","James Ennis III","Andrew Harrison","Jarell Martin","Deyonta Davis",3,0,2,1,0,0,0,3,3,1,1,2,1,1,0,0,7,116
1626185_203516_1626150_1626185_1627738_1627782_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,203516,1626150,1626185,1627738,1627782,"James Ennis III","Andrew Harrison","Jarell Martin","Deyonta Davis","Wayne Selden",4,1,0,0,0,0,1,0,2,2,1,0,0,0,0,0,4,70
1626185_203516_1626150_1626185_1627738_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,203516,1626150,1626185,1627738,1628415,"James Ennis III","Andrew Harrison","Jarell Martin","Deyonta Davis","Dillon Brooks",0,0,2,1,0,1,0,0,2,0,0,0,0,0,0,0,6,67
1626185_203516_1626150_1626185_1627782_1628397_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,203516,1626150,1626185,1627782,1628397,"James Ennis III","Andrew Harrison","Jarell Martin","Wayne Selden","Ivan Rabb",0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,47
1626185_203516_1626150_1626185_1628397_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,203516,1626150,1626185,1628397,1628415,"James Ennis III","Andrew Harrison","Jarell Martin","Ivan Rabb","Dillon Brooks",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
1626185_203516_1626185_1627738_1628397_1628424_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,203516,1626185,1627738,1628397,1628424,"James Ennis III","Jarell Martin","Deyonta Davis","Ivan Rabb","Kobi Simmons",3,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,3,37
