primaryKey,teamId,bin,attempts,made,value,pointsAvg,pointsStDev,expectedPointsAvg,expectedPointsStDev,season,dt,primaryKey,teamId,teamName,teamAbbreviation,teamCity,season
1610612737_Total_2013-14,1610612737,Total,6840,3160,3,1.0195906432748538,1.1342214563123294,0.9997203018269823,0.22848035123194652,2013-14,2017-12-05T23:43:23.206,1610612737_2017-18,1610612737,Hawks,ATL,Atlanta,2017-18
1610612738_Total_2013-14,1610612738,Total,6671,3100,2,1.0101933743067006,1.1145799836848322,1.0000976665417989,0.22764975690054667,2013-14,2017-12-05T23:43:23.206,1610612738_2017-18,1610612738,Celtics,BOS,Boston,2017-18
1610612739_Total_2013-14,1610612739,Total,6847,3097,2,1.0163575288447495,1.1553855301165956,0.9947408321547088,0.22983978160288643,2013-14,2017-12-05T23:43:23.206,1610612739_2017-18,1610612739,Cavaliers,CLE,Cleveland,2017-18
1610612740_Total_2013-14,1610612740,Total,6563,3054,2,1.0300167606277617,1.138917657055575,1.0198902323386725,0.22913644912265183,2013-14,2017-12-05T23:43:23.206,1610612740_2017-18,1610612740,Pelicans,NOP,"New Orleans",2017-18
1610612741_Total_2013-14,1610612741,Total,6647,2863,3,0.942229577252896,1.1131161462026122,0.9745870583085452,0.2307892251409488,2013-14,2017-12-05T23:43:23.206,1610612741_2017-18,1610612741,Bulls,CHI,Chicago,2017-18
1610612742_Total_2013-14,1610612742,Total,6673,3096,2,1.0295219541435636,1.1419014337125746,1.0125410009281135,0.23498618165073729,2013-14,2017-12-05T23:43:23.206,1610612742_2017-18,1610612742,Mavericks,DAL,Dallas,2017-18
1610612743_Total_2013-14,1610612743,Total,7086,3238,2,0.9992943832909963,1.1207757882259226,1.0032203721779518,0.22531700477356068,2013-14,2017-12-05T23:43:23.206,1610612743_2017-18,1610612743,Nuggets,DEN,Denver,2017-18
1610612744_Total_2013-14,1610612744,Total,6913,3018,2,0.9554462606683061,1.1157692618134334,0.9750725491134178,0.23089275112063182,2013-14,2017-12-05T23:43:23.206,1610612744_2017-18,1610612744,Warriors,GSW,"Golden State",2017-18
1610612745_Total_2013-14,1610612745,Total,7204,3194,2,0.9789006107717935,1.129631738258427,0.9968287291088386,0.23835009934631257,2013-14,2017-12-05T23:43:23.206,1610612745_2017-18,1610612745,Rockets,HOU,Houston,2017-18
1610612746_Total_2013-14,1610612746,Total,6952,3065,2,0.966915995397008,1.1199872774160455,1.0010115443623373,0.23400252785419637,2013-14,2017-12-05T23:43:23.206,1610612746_2017-18,1610612746,Clippers,LAC,LA,2017-18
1610612747_Total_2013-14,1610612747,Total,7345,3436,3,1.0257317903335603,1.1268211455358634,1.012155881749978,0.23385794159987222,2013-14,2017-12-05T23:43:23.206,1610612747_2017-18,1610612747,Lakers,LAL,"Los Angeles",2017-18
1610612748_Total_2013-14,1610612748,Total,6463,2956,3,1.0221259477023055,1.1496311855683328,1.0139912318586428,0.22867169640671664,2013-14,2017-12-05T23:43:23.206,1610612748_2017-18,1610612748,Heat,MIA,Miami,2017-18
1610612749_Total_2013-14,1610612749,Total,6704,3144,2,1.0416169451073987,1.1442361570505866,1.0077504012103602,0.23225594535690466,2013-14,2017-12-05T23:43:23.206,1610612749_2017-18,1610612749,Bucks,MIL,Milwaukee,2017-18
1610612750_Total_2013-14,1610612750,Total,7046,3319,2,1.03619074652285,1.1318030096903902,1.0081736940206578,0.2310829563768969,2013-14,2017-12-05T23:43:23.206,1610612750_2017-18,1610612750,Timberwolves,MIN,Minnesota,2017-18
1610612751_Total_2013-14,1610612751,Total,6504,2976,2,1.0167589175891758,1.1421945708039927,1.000079259297189,0.2346783590237413,2013-14,2017-12-05T23:43:23.206,1610612751_2017-18,1610612751,Nets,BKN,Brooklyn,2017-18
1610612752_Total_2013-14,1610612752,Total,6397,2933,2,1.0282945130529937,1.1546020696377246,1.0142351151748288,0.23068478046079194,2013-14,2017-12-05T23:43:23.206,1610612752_2017-18,1610612752,Knicks,NYK,"New York",2017-18
1610612753_Total_2013-14,1610612753,Total,6859,3126,3,1.007581280069981,1.1349788371151428,0.9869315237911492,0.23019396005987836,2013-14,2017-12-05T23:43:23.206,1610612753_2017-18,1610612753,Magic,ORL,Orlando,2017-18
1610612754_Total_2013-14,1610612754,Total,6782,2848,2,0.9190504276024771,1.1094988577008755,0.9733790890028805,0.2318450105553937,2013-14,2017-12-05T23:43:23.206,1610612754_2017-18,1610612754,Pacers,IND,Indiana,2017-18
1610612755_Total_2013-14,1610612755,Total,6970,3282,2,1.0474892395982784,1.1467176700815154,1.0127445034155413,0.2327496990804655,2013-14,2017-12-05T23:43:23.206,1610612755_2017-18,1610612755,76ers,PHI,Philadelphia,2017-18
1610612756_Total_2013-14,1610612756,Total,6838,3118,2,0.9932728868090085,1.1152962476029515,1.002294319067217,0.22855403665062146,2013-14,2017-12-05T23:43:23.206,1610612756_2017-18,1610612756,Suns,PHX,Phoenix,2017-18
1610612757_Total_2013-14,1610612757,Total,7192,3243,2,0.9760845383759733,1.1055204873337368,0.9941043524267599,0.22837484533755617,2013-14,2017-12-05T23:43:23.206,1610612757_2017-18,1610612757,"Trail Blazers",POR,Portland,2017-18
